"","date","ANZSOC.Group","Area.Unit","Meshblock","Territorial.Authority","Alert.Level"
"1377","1/05/2018","Common Assault","Beerescourt.",901100,"Hamilton City.",2
"1378","1/05/2018","Common Assault","Palmerston North Central.",1829200,"Palmerston North City.",2
"1379","1/05/2018","Common Assault","Papaeoia.",1835100,"Palmerston North City.",2
"1380","1/05/2018","Common Assault","Kuirau.",1233700,"Rotorua District.",2
"1381","1/05/2018","Common Assault","Redoubt South.",760120,"Auckland.",2
"1382","1/05/2018","Common Assault","Mt Wellington South.",637400,"Auckland.",2
"1383","1/05/2018","Common Assault","Waikanae West.",1875700,"Kapiti Coast District.",2
"1384","1/05/2018","Common Assault","Lynnmall.",265200,"Auckland.",2
"1385","1/05/2018","Common Assault","Halswell South.",2484101,"Christchurch City.",2
"1386","1/05/2018","Common Assault","Brockville.",2881800,"Dunedin City.",2
"1387","1/05/2018","Common Assault","Otaki.",1879700,"Kapiti Coast District.",2
"1388","1/05/2018","Common Assault","Ponsonby West.",428600,"Auckland.",2
"1389","1/05/2018","Common Assault","Masterton Central.",2242800,"Masterton District.",2
