"","date","ANZSOC.Group","Area.Unit","Meshblock","Territorial.Authority","Alert.Level"
"2671","1/04/2019","Aggravated Sexual Assault","Otakaro Park.",3108500,"Invercargill City.",3
"2672","1/04/2019","Aggravated Sexual Assault","Maketu Community.",1208900,"Western Bay of Plenty District.",3
"2673","1/04/2019","Non-Aggravated Sexual Assault","Te Kauwhata.",938500,"Waikato District.",3
"2674","1/04/2019","Non-Aggravated Sexual Assault","Otara North.",700700,"Auckland.",3
"2675","1/04/2019","Aggravated Sexual Assault","Camberley.",1478900,"Hastings District.",3
"2676","1/04/2019","Aggravated Sexual Assault","Westown.",1575300,"New Plymouth District.",3
"2677","1/04/2019","Aggravated Sexual Assault","Kaiapoi North West.",2453000,"Waimakariri District.",3
"2678","1/04/2019","Aggravated Sexual Assault","Middlemarch.",2959900,"Dunedin City.",3
"2679","1/04/2019","Non-Aggravated Sexual Assault","Clarkin.",870500,"Hamilton City.",3
"2680","1/03/2019","Common Assault","Strathern.",3145900,"Invercargill City.",4
"2681","1/03/2019","Common Assault","Birkenhead East.",356300,"Auckland.",4
"2682","1/03/2019","Common Assault","Hamilton Central.",910700,"Hamilton City.",4
"2683","1/03/2019","Common Assault","Long Bay.",178310,"Auckland.",4
"2684","1/03/2019","Common Assault","Highland Park.",647601,"Auckland.",4
"2685","1/03/2019","Common Assault","Hagley Park.",2678201,"Christchurch City.",4
"2686","1/03/2019","Common Assault","Lynmouth.",1581200,"New Plymouth District.",4
"2687","1/03/2019","Common Assault","Springleigh.",524500,"Auckland.",4
"2688","1/03/2019","Common Assault","Otahuhu West.",782600,"Auckland.",4
"2689","1/03/2019","Common Assault","Hamilton Central.",911102,"Hamilton City.",4
"2690","1/03/2019","Common Assault","High St-Stuart St.",2900100,"Dunedin City.",4
"2691","1/03/2019","Common Assault","Burbank.",775100,"Auckland.",4
"2692","1/03/2019","Common Assault","Waitangirua.",2059400,"Porirua City.",4
"2693","1/03/2019","Common Assault","Linwood North.",2612800,"Christchurch City.",4
"2694","1/03/2019","Common Assault","Upper Hutt Central.",1905800,"Upper Hutt City.",4
"2695","1/03/2019","Common Assault","High St-Stuart St.",2899200,"Dunedin City.",4
"2696","1/03/2019","Common Assault","Enderley.",865400,"Hamilton City.",4
"2697","1/03/2019","Common Assault","Prestons.",2503701,"Christchurch City.",4
"2698","1/03/2019","Common Assault","Westshore.",1417000,"Napier City.",4
"2699","1/03/2019","Common Assault","Lake Pupuke.",311100,"Auckland.",4
"2700","1/03/2019","Common Assault","Parkvale.",1500100,"Hastings District.",4
"2701","1/03/2019","Common Assault","Springston.",2721300,"Selwyn District.",4
"2702","1/03/2019","Common Assault","Palmerston North Central.",1829400,"Palmerston North City.",4
"2703","1/03/2019","Common Assault","Auckland Central East.",437702,"Auckland.",4
"2704","1/03/2019","Common Assault","Paraparaumu Central.",2000000,"Kapiti Coast District.",4
"2705","1/03/2019","Common Assault","Fairdene.",232205,"Auckland.",4
"2706","1/03/2019","Common Assault","Palmerston North Central.",1829300,"Palmerston North City.",4
"2707","1/03/2019","Common Assault","Belfast.",2513504,"Christchurch City.",4
"2708","1/03/2019","Common Assault","West Gore.",3057800,"Gore District.",4
"2709","1/03/2019","Common Assault","Fairdene.",231001,"Auckland.",4
"2710","1/03/2019","Common Assault","Levin West.",1872100,"Horowhenua District.",4
"2711","1/03/2019","Common Assault","Auckland Central East.",438106,"Auckland.",4
"2712","1/03/2019","Common Assault","Masterton Central.",2243700,"Masterton District.",4
"2713","1/03/2019","Common Assault","Hamilton Central.",910700,"Hamilton City.",4
"2714","1/03/2019","Common Assault","Taupo Central.",1274900,"Taupo District.",4
"2715","1/03/2019","Common Assault","Paparua.",2494600,"Christchurch City.",4
"2716","1/03/2019","Common Assault","Whakatane North.",1305500,"Whakatane District.",4
"2717","1/03/2019","Common Assault","Parkway.",2015800,"Lower Hutt City.",4
"2718","1/03/2019","Common Assault","Westlake.",305202,"Auckland.",4
"2719","1/03/2019","Common Assault","Wharenui.",2540600,"Christchurch City.",4
"2720","1/03/2019","Common Assault","Akina.",1504300,"Hastings District.",4
"2721","1/03/2019","Common Assault","Tawhai.",1929800,"Lower Hutt City.",4
"2722","1/03/2019","Common Assault","Sherbourne.",543400,"Auckland.",4
"2723","1/03/2019","Common Assault","Lynnmall.",265001,"Auckland.",4
"2724","1/03/2019","Common Assault","Jellie Park.",2515600,"Christchurch City.",4
"2725","1/03/2019","Common Assault","Te Anau.",3168000,"Southland District.",4
"2726","1/03/2019","Common Assault","Tawhero.",1718600,"Wanganui District.",4
"2727","1/03/2019","Common Assault","Avalon East.",1949500,"Lower Hutt City.",4
"2728","1/03/2019","Common Assault","Henderson South.",242900,"Auckland.",4
"2729","1/03/2019","Common Assault","Waiwhero.",1264202,"Rotorua District.",4
"2730","1/03/2019","Common Assault","Mt Maunganui North.",1196100,"Tauranga City.",4
"2731","1/03/2019","Common Assault","New Plymouth Central.",1592400,"New Plymouth District.",4
"2732","1/03/2019","Common Assault","Takapuna Central.",325200,"Auckland.",4
"2733","1/03/2019","Common Assault","Tauranga Central.",1166600,"Tauranga City.",4
"2734","1/03/2019","Common Assault","Marewa.",1435000,"Napier City.",4
"2735","1/03/2019","Common Assault","New Plymouth Central.",1592400,"New Plymouth District.",4
"2736","1/03/2019","Common Assault","Willis Street-Cambridge Terrace.",2135600,"Wellington City.",4
"2737","1/03/2019","Common Assault","Auckland Harbourside.",438103,"Auckland.",4
"2738","1/03/2019","Common Assault","Cathedral Square.",2652700,"Christchurch City.",4
"2739","1/03/2019","Common Assault","Palmerston North Central.",1829300,"Palmerston North City.",4
"2740","1/03/2019","Common Assault","Auckland Central East.",436100,"Auckland.",4
"2741","1/03/2019","Common Assault","Lambton.",2126502,"Wellington City.",4
"2742","1/03/2019","Common Assault","Auckland Harbourside.",432900,"Auckland.",4
"2743","1/03/2019","Common Assault","Otorohanga.",998600,"Otorohanga District.",4
"2744","1/03/2019","Common Assault","Houhora.",1203,"Far North District.",4
"2745","1/03/2019","Common Assault","Waiheke Island.",516201,"Auckland.",4
"2746","1/03/2019","Common Assault","Paparua.",2494600,"Christchurch City.",4
"2747","1/03/2019","Common Assault","Tauranga Hospital.",1170400,"Tauranga City.",4
"2748","1/03/2019","Common Assault","Hutt Central.",1967500,"Lower Hutt City.",4
"2749","1/03/2019","Common Assault","Hamilton Lake.",932400,"Hamilton City.",4
"2750","1/03/2019","Common Assault","Gate Pa.",1171202,"Tauranga City.",4
"2751","1/03/2019","Common Assault","Palmerston North Central.",1829400,"Palmerston North City.",4
"2752","1/03/2019","Common Assault","Taupo Central.",1274300,"Taupo District.",4
"2753","1/03/2019","Common Assault","Papatoetoe East.",669800,"Auckland.",4
"2754","1/03/2019","Common Assault","Matamata South.",1120700,"Matamata-Piako District.",4
"2755","1/03/2019","Common Assault","Kamo East.",83801,"Whangarei District.",4
"2756","1/03/2019","Common Assault","Mangapapa.",1377600,"Gisborne District.",4
"2757","1/03/2019","Common Assault","Mt Cook-Wallace Street.",2144600,"Wellington City.",4
"2758","1/03/2019","Common Assault","Blueskin.",1681804,"Wanganui District.",4
"2759","1/03/2019","Common Assault","Glen Eden East.",286200,"Auckland.",4
"2760","1/03/2019","Common Assault","Taradale South.",1460400,"Napier City.",4
"2761","1/03/2019","Common Assault","Sunnyvale.",277801,"Auckland.",4
"2762","1/03/2019","Common Assault","Waverley.",1663800,"South Taranaki District.",4
"2763","1/03/2019","Common Assault","University.",891600,"Hamilton City.",4
"2764","1/03/2019","Common Assault","Alexandra.",3026800,"Central Otago District.",4
"2765","1/03/2019","Common Assault","Kaimata.",1609100,"New Plymouth District.",4
"2766","1/03/2019","Common Assault","Highfield.",2786400,"Timaru District.",4
"2767","1/03/2019","Common Assault","Sandringham North.",535700,"Auckland.",4
"2768","1/03/2019","Common Assault","Western Heights.",1219201,"Rotorua District.",4
"2769","1/03/2019","Common Assault","Lake Brunner.",2401202,"Grey District.",4
"2770","1/03/2019","Common Assault","North Harbour East.",180302,"Auckland.",4
"2771","1/03/2019","Common Assault","Mangere Station.",749900,"Auckland.",4
"2772","1/03/2019","Common Assault","Naenae North.",1954700,"Lower Hutt City.",4
"2773","1/03/2019","Common Assault","Naenae South.",1961700,"Lower Hutt City.",4
"2774","1/03/2019","Common Assault","Auckland Central West.",435201,"Auckland.",4
"2775","1/03/2019","Common Assault","Otahuhu West.",786100,"Auckland.",4
"2776","1/03/2019","Common Assault","Nawton.",905811,"Hamilton City.",4
"2777","1/03/2019","Common Assault","North Dunedin.",2865000,"Dunedin City.",4
"2778","1/03/2019","Common Assault","Otaki.",1880000,"Kapiti Coast District.",4
"2779","1/03/2019","Common Assault","Auckland Central West.",435201,"Auckland.",4
"2780","1/03/2019","Common Assault","Mahora.",1482900,"Hastings District.",4
"2781","1/03/2019","Common Assault","Tauranga Central.",1164000,"Tauranga City.",4
"2782","1/03/2019","Common Assault","Stuart St-Frederick St.",2901600,"Dunedin City.",4
"2783","1/03/2019","Common Assault","Palmerston North Central.",1829300,"Palmerston North City.",4
"2784","1/03/2019","Common Assault","Auckland Harbourside.",437903,"Auckland.",4
"2785","1/03/2019","Common Assault","High St-Stuart St.",2900000,"Dunedin City.",4
"2786","1/03/2019","Common Assault","Willis Street-Cambridge Terrace.",2135700,"Wellington City.",4
"2787","1/03/2019","Common Assault","Auckland Central West.",434300,"Auckland.",4
"2788","1/03/2019","Common Assault","Hamilton Lake.",930102,"Hamilton City.",4
"2789","1/03/2019","Common Assault","St Clair.",2925603,"Dunedin City.",4
"2790","1/03/2019","Common Assault","Moera.",1963400,"Lower Hutt City.",4
"2791","1/03/2019","Common Assault","Willis Street-Cambridge Terrace.",2135700,"Wellington City.",4
"2792","1/03/2019","Common Assault","West End.",1806902,"Palmerston North City.",4
"2793","1/03/2019","Common Assault","Frankton Junction.",914200,"Hamilton City.",4
"2794","1/03/2019","Common Assault","New Plymouth Central.",1593800,"New Plymouth District.",4
"2795","1/03/2019","Common Assault","Cromwell.",3029303,"Central Otago District.",4
"2796","1/03/2019","Common Assault","Levin East.",1867006,"Horowhenua District.",4
"2797","1/03/2019","Common Assault","Tamahere-Tauwhare.",960500,"Waikato District.",4
"2798","1/03/2019","Common Assault","Paparua.",2494500,"Christchurch City.",4
"2799","1/03/2019","Common Assault","Otaki.",1881500,"Kapiti Coast District.",4
"2800","1/03/2019","Common Assault","Naenae North.",1954300,"Lower Hutt City.",4
"2801","1/03/2019","Common Assault","Waikato Western Hills.",859703,"Waikato District.",4
"2802","1/03/2019","Common Assault","Kaitake.",1552702,"New Plymouth District.",4
"2803","1/03/2019","Common Assault","Nukuhau.",1275301,"Taupo District.",4
"2804","1/03/2019","Common Assault","Greenmount.",711809,"Auckland.",4
"2805","1/03/2019","Common Assault","Palmerston North Central.",1829500,"Palmerston North City.",4
"2806","1/03/2019","Common Assault","Ruakituri-Morere.",1395600,"Wairoa District.",4
"2807","1/03/2019","Common Assault","Avalon West.",1942701,"Lower Hutt City.",4
"2808","1/03/2019","Common Assault","Stuart St-Frederick St.",2901200,"Dunedin City.",4
"2809","1/03/2019","Common Assault","Wembley Park.",1690201,"Wanganui District.",4
"2810","1/03/2019","Common Assault","Chedworth.",878502,"Hamilton City.",4
"2811","1/03/2019","Common Assault","Stuart St-Frederick St.",2903300,"Dunedin City.",4
"2812","1/03/2019","Common Assault","Onehunga South East.",601100,"Auckland.",4
"2813","1/03/2019","Common Assault","Hamilton Lake.",930102,"Hamilton City.",4
"2814","1/03/2019","Common Assault","Hawera South.",1644300,"South Taranaki District.",4
"2815","1/03/2019","Common Assault","Epuni West.",1945300,"Lower Hutt City.",4
"2816","1/03/2019","Common Assault","Hornby South.",2489804,"Christchurch City.",4
"2817","1/03/2019","Common Assault","Allenton East.",2735900,"Ashburton District.",4
"2818","1/03/2019","Common Assault","Ebdentown.",1906600,"Upper Hutt City.",4
"2819","1/03/2019","Common Assault","North Cape.",100,"Far North District.",4
"2820","1/03/2019","Common Assault","Paremoremo East.",179600,"Auckland.",4
"2821","1/03/2019","Common Assault","Masterton West.",2238000,"Masterton District.",4
"2822","1/03/2019","Common Assault","Laird Park.",1704600,"Wanganui District.",4
"2823","1/03/2019","Common Assault","Paraparaumu Central.",1997200,"Kapiti Coast District.",4
"2824","1/03/2019","Common Assault","Kawaroa.",1589700,"New Plymouth District.",4
"2825","1/03/2019","Common Assault","Cathedral Square.",2651900,"Christchurch City.",4
"2826","1/03/2019","Common Assault","Taramakau.",2422500,"Westland District.",4
"2827","1/03/2019","Common Assault","Shirley East.",2598900,"Christchurch City.",4
"2828","1/03/2019","Common Assault","Ngongotaha North.",1246802,"Rotorua District.",4
"2829","1/03/2019","Common Assault","Three Kings.",560800,"Auckland.",4
"2830","1/03/2019","Common Assault","New Plymouth Central.",1591300,"New Plymouth District.",4
"2831","1/03/2019","Common Assault","Middleton.",2538606,"Christchurch City.",4
"2832","1/03/2019","Common Assault","Bellevue.",1158501,"Tauranga City.",4
"2833","1/03/2019","Common Assault","Wanaka.",3035800,"Queenstown-Lakes District.",4
"2834","1/03/2019","Common Assault","Tokoroa Central.",1143300,"South Waikato District.",4
"2835","1/03/2019","Common Assault","Matamata North.",1118104,"Matamata-Piako District.",4
"2836","1/03/2019","Common Assault","Onekawa West.",1426500,"Napier City.",4
"2837","1/03/2019","Common Assault","Milson.",1837100,"Palmerston North City.",4
"2838","1/03/2019","Common Assault","Cathedral Square.",2651900,"Christchurch City.",4
"2839","1/03/2019","Common Assault","Titahi Bay South.",2042002,"Porirua City.",4
"2840","1/03/2019","Common Assault","Waipukurau.",1520900,"Central Hawke's Bay District.",4
"2841","1/03/2019","Common Assault","Otaihanga.",1999405,"Kapiti Coast District.",4
"2842","1/03/2019","Common Assault","Manurewa Central.",751600,"Auckland.",4
"2843","1/03/2019","Common Assault","Avonside.",2614601,"Christchurch City.",4
"2844","1/03/2019","Common Assault","Kuirau.",1234400,"Rotorua District.",4
"2845","1/03/2019","Common Assault","Surrey Crescent.",397600,"Auckland.",4
"2846","1/03/2019","Common Assault","Kaikohe.",41100,"Far North District.",4
"2847","1/03/2019","Common Assault","Lynfield North.",586400,"Auckland.",4
"2848","1/03/2019","Common Assault","Avalon West.",1944800,"Lower Hutt City.",4
"2849","1/03/2019","Common Assault","Owairaka East.",520000,"Auckland.",4
"2850","1/03/2019","Common Assault","Mangapapa.",1377701,"Gisborne District.",4
"2851","1/03/2019","Common Assault","Caversham.",2914500,"Dunedin City.",4
"2852","1/03/2019","Common Assault","Newmarket.",450300,"Auckland.",4
"2853","1/03/2019","Common Assault","Raumanga West.",107803,"Whangarei District.",4
"2854","1/03/2019","Common Assault","Kuirau.",1232400,"Rotorua District.",4
"2855","1/03/2019","Common Assault","Auckland Central West.",434200,"Auckland.",4
"2856","1/03/2019","Common Assault","Upper Hutt Central.",1906200,"Upper Hutt City.",4
"2857","1/03/2019","Common Assault","Woolston West.",2592300,"Christchurch City.",4
"2858","1/03/2019","Common Assault","Cathedral Square.",2651100,"Christchurch City.",4
"2859","1/03/2019","Common Assault","Papaeoia.",1835100,"Palmerston North City.",4
"2860","1/03/2019","Common Assault","Auckland City-Marinas.",438219,"Auckland.",4
"2861","1/03/2019","Common Assault","Auckland Central West.",433900,"Auckland.",4
"2862","1/03/2019","Common Assault","Westlake.",304300,"Auckland.",4
"2863","1/03/2019","Common Assault","Glenview.",926900,"Hamilton City.",4
"2864","1/03/2019","Common Assault","Waitara West.",1545300,"New Plymouth District.",4
"2865","1/03/2019","Common Assault","Frankton.",3038303,"Queenstown-Lakes District.",4
"2866","1/03/2019","Common Assault","Tauranga South.",1170002,"Tauranga City.",4
"2867","1/03/2019","Common Assault","Kuirau.",1233700,"Rotorua District.",4
"2868","1/03/2019","Common Assault","Frankton.",3037200,"Queenstown-Lakes District.",4
"2869","1/03/2019","Common Assault","Newlands South.",2076300,"Wellington City.",4
"2870","1/03/2019","Common Assault","Pigeon Mountain North.",680709,"Auckland.",4
"2871","1/03/2019","Common Assault","Kerikeri.",53407,"Far North District.",4
"2872","1/03/2019","Common Assault","Porirua Central.",2053104,"Porirua City.",4
"2873","1/03/2019","Common Assault","Roslyn.",1840302,"Palmerston North City.",4
"2874","1/03/2019","Common Assault","Whakatane West.",1310300,"Whakatane District.",4
"2875","1/03/2019","Common Assault","Newmarket.",451200,"Auckland.",4
"2876","1/03/2019","Common Assault","Lambton.",2124300,"Wellington City.",4
"2877","1/03/2019","Common Assault","Stratford East.",1612500,"Stratford District.",4
"2878","1/03/2019","Common Assault","Frankton Junction.",916102,"Hamilton City.",4
"2879","1/03/2019","Common Assault","Victoria.",1236500,"Rotorua District.",4
"2880","1/03/2019","Common Assault","Richmond South.",2692705,"Christchurch City.",4
"2881","1/03/2019","Common Assault","Cannons Creek North.",2046700,"Porirua City.",4
"2882","1/03/2019","Common Assault","St Albans East.",2687600,"Christchurch City.",4
"2883","1/03/2019","Common Assault","Newmarket.",451300,"Auckland.",4
"2884","1/03/2019","Common Assault","Hawea.",3027900,"Queenstown-Lakes District.",4
"2885","1/03/2019","Common Assault","Westbrook.",1817103,"Palmerston North City.",4
"2886","1/03/2019","Common Assault","Three Kings.",559900,"Auckland.",4
"2887","1/03/2019","Common Assault","Takaro.",1826500,"Palmerston North City.",4
"2888","1/03/2019","Common Assault","Brightwater.",2355702,"Tasman District.",4
"2889","1/03/2019","Common Assault","Mangere Station.",749500,"Auckland.",4
"2890","1/03/2019","Common Assault","Mt Wellington Domain.",628300,"Auckland.",4
"2891","1/03/2019","Common Assault","New Plymouth Central.",1593000,"New Plymouth District.",4
"2892","1/03/2019","Common Assault","Regent.",96500,"Whangarei District.",4
"2893","1/03/2019","Common Assault","Te Hapara.",1366400,"Gisborne District.",4
"2894","1/03/2019","Common Assault","Westport Urban.",2391700,"Buller District.",4
"2895","1/03/2019","Aggravated Sexual Assault","999999",-141,"Rotorua District.",4
"2896","1/03/2019","Aggravated Sexual Assault","Wakeling.",254400,"Auckland.",4
"2897","1/03/2019","Aggravated Sexual Assault","New Plymouth Central.",1594400,"New Plymouth District.",4
"2898","1/03/2019","Non-Aggravated Sexual Assault","Hinds.",2747601,"Ashburton District.",4
"2899","1/03/2019","Aggravated Sexual Assault","Kamo East.",84900,"Whangarei District.",4
"2900","1/03/2019","Aggravated Sexual Assault","Manukau Central.",781200,"Auckland.",4
"2901","1/03/2019","Non-Aggravated Sexual Assault","Otorohanga Rural East.",999102,"Otorohanga District.",4
"2902","1/03/2019","Aggravated Sexual Assault","Birkdale North.",346800,"Auckland.",4
"2903","1/03/2019","Aggravated Sexual Assault","Tauranga Central.",1163200,"Tauranga City.",4
"2904","1/03/2019","Aggravated Sexual Assault","Durie Hill.",1695800,"Wanganui District.",4
"2905","1/03/2019","Aggravated Sexual Assault","Albany.",178800,"Auckland.",4
"2906","1/03/2019","Non-Aggravated Sexual Assault","Willis Street-Cambridge Terrace.",2135600,"Wellington City.",4
"2907","1/03/2019","Aggravated Sexual Assault","Karikari Peninsula-Maungataniwha.",3300,"Far North District.",4
"2908","1/03/2019","Aggravated Sexual Assault","Irongate.",1469100,"Hastings District.",4
"2909","1/03/2019","Non-Aggravated Sexual Assault","Aorangi.",2666101,"Christchurch City.",4
"2910","1/03/2019","Non-Aggravated Sexual Assault","Newmarket.",450100,"Auckland.",4
"2911","1/03/2019","Aggravated Sexual Assault","Motueka East.",2378101,"Tasman District.",4
"2912","1/03/2019","Aggravated Sexual Assault","Cape Rodney.",136101,"Auckland.",4
"2913","1/03/2019","Aggravated Sexual Assault","Kaeo.",18900,"Far North District.",4
"2914","1/03/2019","Non-Aggravated Sexual Assault","Freemans Bay.",417300,"Auckland.",4
"2915","1/03/2019","Aggravated Sexual Assault","Paparangi West.",2079300,"Wellington City.",4
"2916","1/03/2019","Non-Aggravated Sexual Assault","999999",-82,"Auckland.",4
"2917","1/03/2019","Aggravated Sexual Assault","Auckland Central East.",438404,"Auckland.",4
"2918","1/03/2019","Aggravated Sexual Assault","Bader.",924000,"Hamilton City.",4
"2919","1/03/2019","Aggravated Sexual Assault","Nelson Park.",1428600,"Napier City.",4
"2920","1/03/2019","Aggravated Sexual Assault","Lincoln.",2717700,"Selwyn District.",4
"2921","1/03/2019","Aggravated Sexual Assault","Oamaru North.",2847400,"Waitaki District.",4
"2922","1/03/2019","Non-Aggravated Sexual Assault","Auckland Central East.",437101,"Auckland.",4
"2923","1/03/2019","Aggravated Sexual Assault","Raureka.",1480700,"Hastings District.",4
"2924","1/03/2019","Aggravated Sexual Assault","Cathedral Square.",2651900,"Christchurch City.",4
"2925","1/03/2019","Aggravated Sexual Assault","West Invercargill.",3104300,"Invercargill City.",4
"2926","1/03/2019","Non-Aggravated Sexual Assault","Mangere East.",656301,"Auckland.",4
"2927","1/04/2019","Common Assault","999999",-40,"Auckland.",3
"2928","1/04/2019","Common Assault","Lambton.",2127500,"Wellington City.",3
"2929","1/04/2019","Common Assault","Westgate.",224304,"Auckland.",3
"2930","1/04/2019","Common Assault","Highbury.",1815800,"Palmerston North City.",3
"2931","1/04/2019","Common Assault","Cathedral Square.",2651300,"Christchurch City.",3
"2932","1/04/2019","Common Assault","Picton.",2282700,"Marlborough District.",3
"2933","1/04/2019","Common Assault","Ellerslie South.",611500,"Auckland.",3
"2934","1/04/2019","Common Assault","Tauranga South.",1170100,"Tauranga City.",3
"2935","1/04/2019","Common Assault","Marfell.",1580800,"New Plymouth District.",3
"2936","1/04/2019","Common Assault","Takapuna Central.",327700,"Auckland.",3
"2937","1/04/2019","Common Assault","Linwood.",2610500,"Christchurch City.",3
"2938","1/04/2019","Common Assault","Newton.",412100,"Auckland.",3
"2939","1/04/2019","Common Assault","Hornby South.",2491900,"Christchurch City.",3
"2940","1/04/2019","Common Assault","Maheno.",2831400,"Waitaki District.",3
"2941","1/04/2019","Common Assault","Tauranga South.",1170900,"Tauranga City.",3
"2942","1/04/2019","Common Assault","Titahi Bay North.",2042600,"Porirua City.",3
"2943","1/04/2019","Common Assault","Otahuhu North.",787700,"Auckland.",3
"2944","1/04/2019","Common Assault","Whangamata.",1061006,"Thames-Coromandel District.",3
"2945","1/04/2019","Common Assault","Clarkin.",870000,"Hamilton City.",3
"2946","1/04/2019","Common Assault","Ranui South.",236400,"Auckland.",3
"2947","1/04/2019","Common Assault","Mt Cook-Wallace Street.",2145300,"Wellington City.",3
"2948","1/04/2019","Common Assault","Glen Innes West.",474600,"Auckland.",3
"2949","1/04/2019","Common Assault","Willis Street-Cambridge Terrace.",2133500,"Wellington City.",3
"2950","1/04/2019","Common Assault","Lambton.",2127500,"Wellington City.",3
"2951","1/04/2019","Common Assault","Trentham South.",1900700,"Upper Hutt City.",3
"2952","1/04/2019","Common Assault","Hokowhitu East.",1850200,"Palmerston North City.",3
"2953","1/04/2019","Common Assault","Hagley Park.",2678500,"Christchurch City.",3
"2954","1/04/2019","Common Assault","West Invercargill.",3105600,"Invercargill City.",3
"2955","1/04/2019","Common Assault","Avon Loop.",2657500,"Christchurch City.",3
"2956","1/04/2019","Common Assault","Lyttelton.",2710800,"Christchurch City.",3
"2957","1/04/2019","Common Assault","Parkside.",2799300,"Timaru District.",3
"2958","1/04/2019","Common Assault","Hataitai North.",2184300,"Wellington City.",3
"2959","1/04/2019","Common Assault","Henderson South.",243300,"Auckland.",3
"2960","1/04/2019","Common Assault","Waiake.",163500,"Auckland.",3
"2961","1/04/2019","Common Assault","Hendersons Basin.",2484601,"Christchurch City.",3
"2962","1/04/2019","Common Assault","Camberley.",1478700,"Hastings District.",3
"2963","1/04/2019","Common Assault","Tarawera.",1259200,"Rotorua District.",3
"2964","1/04/2019","Common Assault","Taita South.",1939100,"Lower Hutt City.",3
"2965","1/04/2019","Common Assault","Matapihi.",1205106,"Tauranga City.",3
"2966","1/04/2019","Common Assault","North Gore.",3062000,"Gore District.",3
"2967","1/04/2019","Common Assault","Pukekohe North.",816800,"Auckland.",3
"2968","1/04/2019","Common Assault","Clinton.",3001200,"Clutha District.",3
"2969","1/04/2019","Common Assault","Oruanui.",1277301,"Taupo District.",3
"2970","1/04/2019","Aggravated Sexual Assault","Beachhaven South.",345800,"Auckland.",3
"2971","1/04/2019","Aggravated Sexual Assault","Matarawa.",1134900,"South Waikato District.",3
"2972","1/04/2019","Aggravated Sexual Assault","Redwood South.",2508000,"Christchurch City.",3
"2973","1/04/2019","Aggravated Sexual Assault","Mahora.",1482800,"Hastings District.",3
"2974","1/04/2019","Aggravated Sexual Assault","Picton.",2281100,"Marlborough District.",3
"2975","1/04/2019","Aggravated Sexual Assault","Waiheke Island.",516705,"Auckland.",3
"2976","1/04/2019","Aggravated Sexual Assault","Frankton Junction.",915000,"Hamilton City.",3
"2977","1/04/2019","Aggravated Sexual Assault","Orewa.",171811,"Auckland.",3
"2978","1/04/2019","Aggravated Sexual Assault","Hutt Central.",1967700,"Lower Hutt City.",3
"2979","1/04/2019","Aggravated Sexual Assault","Willis Street-Cambridge Terrace.",2135700,"Wellington City.",3
"2980","1/04/2019","Aggravated Sexual Assault","Otara East.",702600,"Auckland.",3
"2981","1/04/2019","Aggravated Sexual Assault","Waimairi Beach.",2504715,"Christchurch City.",3
"2982","1/04/2019","Aggravated Sexual Assault","999999",-55,"Auckland.",3
"2983","1/04/2019","Aggravated Sexual Assault","Rolleston Central.",2719225,"Selwyn District.",3
"2984","1/04/2019","Aggravated Sexual Assault","Maraenui.",1444402,"Napier City.",3
"2985","1/04/2019","Aggravated Sexual Assault","Willis Street-Cambridge Terrace.",2133100,"Wellington City.",3
"2986","1/04/2019","Aggravated Sexual Assault","Belfast.",2513300,"Christchurch City.",3
"2987","1/04/2019","Aggravated Sexual Assault","Newstead.",954300,"Hamilton City.",3
"2988","1/04/2019","Aggravated Sexual Assault","Hutt Central.",1967700,"Lower Hutt City.",3
"2989","1/04/2019","Aggravated Sexual Assault","999999",-413,"Southland District.",3
"2990","1/04/2019","Aggravated Sexual Assault","Kowhai Park.",1693800,"Wanganui District.",3
"2991","1/04/2019","Aggravated Sexual Assault","Avonhead West.",2532200,"Christchurch City.",3
"2992","1/04/2019","Aggravated Sexual Assault","Avonhead West.",2532200,"Christchurch City.",3
"2993","1/04/2019","Aggravated Sexual Assault","Witherlea.",2305600,"Marlborough District.",3
"2994","1/05/2019","Common Assault","Lyttelton.",2707700,"Christchurch City.",2
"2995","1/05/2019","Common Assault","Queenstown Hill.",3033800,"Queenstown-Lakes District.",2
"2996","1/05/2019","Common Assault","Pukete West.",907402,"Hamilton City.",2
"2997","1/05/2019","Common Assault","Puhinui North.",671200,"Auckland.",2
"2998","1/05/2019","Common Assault","Auckland Central West.",432604,"Auckland.",2
"2999","1/05/2019","Common Assault","Howick Central.",647704,"Auckland.",2
"3000","1/05/2019","Common Assault","Auckland Central East.",437701,"Auckland.",2
"3001","1/05/2019","Common Assault","Sockburn.",2480000,"Christchurch City.",2
"3002","1/05/2019","Common Assault","Springfield.",1245902,"Rotorua District.",2
"3003","1/05/2019","Common Assault","Porirua Central.",2052500,"Porirua City.",2
"3004","1/05/2019","Common Assault","Melville.",928200,"Hamilton City.",2
"3005","1/05/2019","Common Assault","Clinton.",3001300,"Clutha District.",2
"3006","1/05/2019","Common Assault","Morningside.",105300,"Whangarei District.",2
"3007","1/05/2019","Common Assault","Maungaru.",120900,"Kaipara District.",2
"3008","1/05/2019","Common Assault","Glenbrook.",832800,"Auckland.",2
"3009","1/05/2019","Common Assault","Island Bay West.",2193802,"Wellington City.",2
"3010","1/05/2019","Common Assault","Te Awamutu Central.",973200,"Waipa District.",2
"3011","1/05/2019","Common Assault","Richmond.",3137300,"Invercargill City.",2
"3012","1/05/2019","Common Assault","Katikati Community.",1182800,"Western Bay of Plenty District.",2
