"","District","date","Event.Type","Number of victims","Territorial.Authority","ANZSOC.Group"
"430",NA,"1/5/17",NA,6449,"Auckland.","Common Assault"
"431",NA,"1/5/17",NA,6454,"Invercargill City.","Common Assault"
"432",NA,"1/5/17",NA,6456,"Tauranga City.","Serious Assault Not Resulting in Injury"
"433",NA,"1/5/17",NA,6461,"Waikato District.","Serious Assault Not Resulting in Injury"
"434",NA,"1/5/17",NA,6466,"Auckland.","Serious Assault Not Resulting in Injury"
"435",NA,"1/5/17",NA,6468,"Auckland.","Serious Assault Resulting in Injury"
"436",NA,"1/5/17",NA,6473,"Napier City.","Serious Assault Resulting in Injury"
"437",NA,"1/5/17",NA,6478,"Auckland.","Serious Assault Resulting in Injury"
"438",NA,"1/5/17",NA,6484,"Far North District.","Common Assault"
"439",NA,"1/5/17",NA,6489,"New Plymouth District.","Common Assault"
"440",NA,"1/5/17",NA,6494,"Auckland.","Common Assault"
"441",NA,"1/5/17",NA,6499,"Auckland.","Common Assault"
"442",NA,"1/5/17",NA,6504,"Gisborne District.","Common Assault"
"443",NA,"1/5/17",NA,6511,"Auckland.","Serious Assault Not Resulting in Injury"
"444",NA,"1/5/17",NA,6516,"Waikato District.","Serious Assault Not Resulting in Injury"
"445",NA,"1/5/17",NA,6523,"Tasman District.","Serious Assault Resulting in Injury"
"446",NA,"1/5/17",NA,6528,"Auckland.","Serious Assault Resulting in Injury"
"447",NA,"1/5/17",NA,6534,"Auckland.","Common Assault"
"448",NA,"1/5/17",NA,6539,"Auckland.","Common Assault"
"449",NA,"1/5/17",NA,6544,"Auckland.","Common Assault"
"450",NA,"1/5/17",NA,6549,"Wanganui District.","Common Assault"
"451",NA,"1/5/17",NA,6551,"Auckland.","Serious Assault Not Resulting in Injury"
"452",NA,"1/5/17",NA,6556,"Auckland.","Serious Assault Not Resulting in Injury"
"453",NA,"1/5/17",NA,6558,"Waikato District.","Serious Assault Resulting in Injury"
"454",NA,"1/5/17",NA,6563,"Gisborne District.","Serious Assault Resulting in Injury"
"455",NA,"1/5/17",NA,6569,"Christchurch City.","Common Assault"
"456",NA,"1/5/17",NA,6574,"Dunedin City.","Common Assault"
"457",NA,"1/5/17",NA,6579,"Auckland.","Common Assault"
"458",NA,"1/5/17",NA,6584,"Christchurch City.","Common Assault"
"459",NA,"1/5/17",NA,6589,"Christchurch City.","Common Assault"
"460",NA,"1/5/17",NA,6596,"Palmerston North City.","Serious Assault Not Resulting in Injury"
"461",NA,"1/5/17",NA,6603,"Auckland.","Serious Assault Resulting in Injury"
"462",NA,"1/5/17",NA,6609,"Nelson City.","Common Assault"
"463",NA,"1/5/17",NA,6618,"Whangarei District.","Serious Assault Resulting in Injury"
"464",NA,"1/5/17",NA,6619,"Tauranga City.","Common Assault"
"465",NA,"1/5/17",NA,6624,"Far North District.","Common Assault"
"466",NA,"1/5/17",NA,6629,"Christchurch City.","Common Assault"
"467",NA,"1/5/17",NA,6634,"Auckland.","Common Assault"
"468",NA,"1/5/17",NA,6639,"Whangarei District.","Common Assault"
"469",NA,"1/5/17",NA,6644,"Auckland.","Common Assault"
"470",NA,"1/5/17",NA,6646,"Taupo District.","Serious Assault Not Resulting in Injury"
"471",NA,"1/5/17",NA,6651,"Tauranga City.","Serious Assault Not Resulting in Injury"
"472",NA,"1/5/17",NA,6658,"Rotorua District.","Serious Assault Resulting in Injury"
"473",NA,"1/4/17",NA,6684,"Auckland.","Common Assault"
"474",NA,"1/4/17",NA,6689,"Nelson City.","Common Assault"
"475",NA,"1/4/17",NA,6691,"Auckland.","Serious Assault Not Resulting in Injury"
"476",NA,"1/4/17",NA,6696,"Palmerston North City.","Serious Assault Not Resulting in Injury"
"477",NA,"1/4/17",NA,6703,"Palmerston North City.","Serious Assault Resulting in Injury"
"478",NA,"1/4/17",NA,6709,"New Plymouth District.","Common Assault"
"479",NA,"1/4/17",NA,6714,"Auckland.","Common Assault"
"480",NA,"1/4/17",NA,6719,"Hamilton City.","Common Assault"
"481",NA,"1/4/17",NA,6724,"Gisborne District.","Common Assault"
"482",NA,"1/4/17",NA,6731,"Napier City.","Serious Assault Not Resulting in Injury"
"483",NA,"1/4/17",NA,6736,"Tasman District.","Serious Assault Not Resulting in Injury"
"484",NA,"1/4/17",NA,6738,"Whangarei District.","Serious Assault Resulting in Injury"
"485",NA,"1/4/17",NA,6743,"Kawerau District.","Serious Assault Resulting in Injury"
"486",NA,"1/4/17",NA,6749,"Rotorua District.","Common Assault"
"487",NA,"1/4/17",NA,6754,"Auckland.","Common Assault"
"488",NA,"1/4/17",NA,6759,"Auckland.","Common Assault"
"489",NA,"1/4/17",NA,6764,"Stratford District.","Common Assault"
"490",NA,"1/4/17",NA,6769,"Dunedin City.","Common Assault"
"491",NA,"1/4/17",NA,6774,"Auckland.","Common Assault"
"492",NA,"1/4/17",NA,6781,"Auckland.","Serious Assault Not Resulting in Injury"
"493",NA,"1/4/17",NA,6786,"Grey District.","Serious Assault Not Resulting in Injury"
"494",NA,"1/4/17",NA,6793,"Napier City.","Serious Assault Resulting in Injury"
"495",NA,"1/4/17",NA,6798,"Auckland.","Serious Assault Resulting in Injury"
"496",NA,"1/4/17",NA,6804,"Auckland.","Common Assault"
"497",NA,"1/4/17",NA,6809,"Auckland.","Common Assault"
"498",NA,"1/4/17",NA,6814,"Wellington City.","Common Assault"
"499",NA,"1/4/17",NA,6819,"Auckland.","Common Assault"
"500",NA,"1/4/17",NA,6824,"Invercargill City.","Common Assault"
"501",NA,"1/4/17",NA,6829,"Hastings District.","Common Assault"
"502",NA,"1/4/17",NA,6831,"Auckland.","Serious Assault Not Resulting in Injury"
"503",NA,"1/4/17",NA,6836,"Auckland.","Serious Assault Not Resulting in Injury"
"504",NA,"1/4/17",NA,6841,"Gisborne District.","Serious Assault Not Resulting in Injury"
"505",NA,"1/4/17",NA,6843,"Hastings District.","Serious Assault Resulting in Injury"
"506",NA,"1/4/17",NA,6848,"Kaipara District.","Serious Assault Resulting in Injury"
"507",NA,"1/4/17",NA,6853,"Porirua City.","Serious Assault Resulting in Injury"
"508",NA,"1/4/17",NA,6859,"Nelson City.","Common Assault"
"509",NA,"1/4/17",NA,6864,"Hamilton City.","Common Assault"
"510",NA,"1/4/17",NA,6869,"Nelson City.","Common Assault"
"511",NA,"1/4/17",NA,6876,"Auckland.","Serious Assault Not Resulting in Injury"
"512",NA,"1/4/17",NA,6881,"Auckland.","Serious Assault Not Resulting in Injury"
"513",NA,"1/4/17",NA,6883,"Hamilton City.","Serious Assault Resulting in Injury"
"514",NA,"1/4/17",NA,6888,"Lower Hutt City.","Serious Assault Resulting in Injury"
"515",NA,"1/4/17",NA,6893,"Auckland.","Serious Assault Resulting in Injury"
"516",NA,"1/4/17",NA,6894,"Christchurch City.","Common Assault"
"517",NA,"1/4/17",NA,6899,"Christchurch City.","Common Assault"
"518",NA,"1/4/17",NA,6904,"Tasman District.","Common Assault"
"519",NA,"1/4/17",NA,6909,"Timaru District.","Common Assault"
"520",NA,"1/4/17",NA,6916,"Auckland.","Serious Assault Not Resulting in Injury"
"521",NA,"1/4/17",NA,6923,"Auckland.","Serious Assault Resulting in Injury"
"522",NA,"1/4/17",NA,6929,"Timaru District.","Common Assault"
"523",NA,"1/4/17",NA,6931,"Christchurch City.","Serious Assault Not Resulting in Injury"
"524",NA,"1/4/17",NA,6933,"Hamilton City.","Serious Assault Resulting in Injury"
"525",NA,"1/4/17",NA,6934,"Auckland.","Common Assault"
"526",NA,"1/4/17",NA,6939,"Gisborne District.","Common Assault"
"527",NA,"1/4/17",NA,6944,"Christchurch City.","Common Assault"
"528",NA,"1/4/17",NA,6949,"Far North District.","Common Assault"
"529",NA,"1/4/17",NA,6951,"Auckland.","Serious Assault Not Resulting in Injury"
"530",NA,"1/4/17",NA,6958,"Waikato District.","Serious Assault Resulting in Injury"
"531",NA,"1/4/17",NA,7000,"Kapiti Coast District.","Aggravated Sexual Assault"
"532",NA,"1/4/17",NA,7005,"Auckland.","Aggravated Sexual Assault"
"533",NA,"1/4/17",NA,7010,"Auckland.","Aggravated Sexual Assault"
"534",NA,"1/8/17",NA,7313,"Hastings District.","Serious Assault Resulting in Injury"
"535",NA,"1/8/17",NA,7319,"Matamata-Piako District.","Common Assault"
"536",NA,"1/8/17",NA,7321,"Timaru District.","Serious Assault Not Resulting in Injury"
"537",NA,"1/8/17",NA,7323,"Auckland.","Serious Assault Resulting in Injury"
"538",NA,"1/8/17",NA,7324,"Auckland.","Common Assault"
"539",NA,"1/8/17",NA,7329,"Wellington City.","Common Assault"
"540",NA,"1/8/17",NA,7334,"Napier City.","Common Assault"
"541",NA,"1/8/17",NA,7336,"Whakatane District.","Serious Assault Not Resulting in Injury"
"542",NA,"1/8/17",NA,7343,"Hastings District.","Serious Assault Resulting in Injury"
"543",NA,"1/8/17",NA,7349,"Palmerston North City.","Common Assault"
"544",NA,"1/8/17",NA,7354,"Waipa District.","Common Assault"
"545",NA,"1/8/17",NA,7363,"Palmerston North City.","Serious Assault Resulting in Injury"
"546",NA,"1/8/17",NA,7369,"Auckland.","Common Assault"
"547",NA,"1/8/17",NA,7374,"Gisborne District.","Common Assault"
"548",NA,"1/8/17",NA,7379,"Wellington City.","Common Assault"
"549",NA,"1/8/17",NA,7389,"Lower Hutt City.","Common Assault"
"550",NA,"1/8/17",NA,7394,"South Taranaki District.","Common Assault"
"551",NA,"1/8/17",NA,7442,"Auckland.","Non-Aggravated Sexual Assault"
"552",NA,"1/8/17",NA,7445,"Whangarei District.","Aggravated Sexual Assault"
"553",NA,"1/8/17",NA,7450,"Waimakariri District.","Aggravated Sexual Assault"
"554",NA,"1/8/17",NA,7452,"Christchurch City.","Non-Aggravated Sexual Assault"
"555",NA,"1/7/17",NA,9029,"Auckland.","Common Assault"
"556",NA,"1/7/17",NA,9036,"Auckland.","Serious Assault Not Resulting in Injury"
"557",NA,"1/7/17",NA,9041,"Western Bay of Plenty District.","Serious Assault Not Resulting in Injury"
"558",NA,"1/7/17",NA,9044,"Porirua City.","Common Assault"
"559",NA,"1/7/17",NA,9051,"Auckland.","Serious Assault Not Resulting in Injury"
"560",NA,"1/7/17",NA,9054,"Whangarei District.","Common Assault"
"561",NA,"1/7/17",NA,9059,"Porirua City.","Common Assault"
"562",NA,"1/7/17",NA,9064,"Dunedin City.","Common Assault"
"563",NA,"1/7/17",NA,9066,"Taupo District.","Serious Assault Not Resulting in Injury"
"564",NA,"1/7/17",NA,9071,"Napier City.","Serious Assault Not Resulting in Injury"
"565",NA,"1/7/17",NA,9076,"Whangarei District.","Serious Assault Not Resulting in Injury"
"566",NA,"1/7/17",NA,9079,"Christchurch City.","Common Assault"
"567",NA,"1/7/17",NA,9084,"Christchurch City.","Common Assault"
"568",NA,"1/7/17",NA,9091,"Rotorua District.","Serious Assault Not Resulting in Injury"
"569",NA,"1/7/17",NA,9096,"Christchurch City.","Serious Assault Not Resulting in Injury"
"570",NA,"1/7/17",NA,9098,"Taupo District.","Serious Assault Resulting in Injury"
"571",NA,"1/7/17",NA,9099,"Masterton District.","Common Assault"
"572",NA,"1/7/17",NA,9106,"Western Bay of Plenty District.","Serious Assault Not Resulting in Injury"
"573",NA,"1/7/17",NA,9114,"Napier City.","Common Assault"
"574",NA,"1/7/17",NA,9121,"Auckland.","Serious Assault Not Resulting in Injury"
"575",NA,"1/7/17",NA,9123,"Auckland.","Serious Assault Resulting in Injury"
"576",NA,"1/7/17",NA,9124,"Dunedin City.","Common Assault"
"577",NA,"1/7/17",NA,9131,"Lower Hutt City.","Serious Assault Not Resulting in Injury"
"578",NA,"1/7/17",NA,9139,"Rotorua District.","Common Assault"
"579",NA,"1/3/17",NA,9254,"Central Otago District.","Common Assault"
"580",NA,"1/3/17",NA,9259,"Timaru District.","Common Assault"
"581",NA,"1/3/17",NA,9263,"Gore District.","Serious Assault Resulting in Injury"
"582",NA,"1/3/17",NA,9264,"Christchurch City.","Common Assault"
"583",NA,"1/3/17",NA,9274,"Whangarei District.","Common Assault"
"584",NA,"1/3/17",NA,9282,"Auckland.","Non-Aggravated Sexual Assault"
"585",NA,"1/5/17",NA,9686,"Dunedin City.","Serious Assault Not Resulting in Injury"
"586",NA,"1/5/17",NA,9689,"Wanganui District.","Common Assault"
"587",NA,"1/5/17",NA,9694,"Timaru District.","Common Assault"
"588",NA,"1/5/17",NA,9696,"Lower Hutt City.","Serious Assault Not Resulting in Injury"
"589",NA,"1/5/17",NA,9701,"Wanganui District.","Serious Assault Not Resulting in Injury"
"590",NA,"1/5/17",NA,9704,"Dunedin City.","Common Assault"
"591",NA,"1/5/17",NA,9711,"Auckland.","Serious Assault Not Resulting in Injury"
"592",NA,"1/5/17",NA,9716,"Rotorua District.","Serious Assault Not Resulting in Injury"
"593",NA,"1/5/17",NA,9721,"Whangarei District.","Serious Assault Not Resulting in Injury"
"594",NA,"1/5/17",NA,9724,"Lower Hutt City.","Common Assault"
"595",NA,"1/5/17",NA,9729,"Wairoa District.","Common Assault"
"596",NA,"1/5/17",NA,9731,"Christchurch City.","Serious Assault Not Resulting in Injury"
"597",NA,"1/5/17",NA,9736,"Rotorua District.","Serious Assault Not Resulting in Injury"
"598",NA,"1/5/17",NA,9738,"Tasman District.","Serious Assault Resulting in Injury"
"599",NA,"1/5/17",NA,9750,"Hauraki District.","Aggravated Sexual Assault"
"600",NA,"1/5/17",NA,9755,"Auckland.","Aggravated Sexual Assault"
"601",NA,"1/5/17",NA,9760,"Palmerston North City.","Aggravated Sexual Assault"
"602",NA,"1/5/17",NA,9765,"Marlborough District.","Aggravated Sexual Assault"
"603",NA,"1/5/17",NA,9770,"Upper Hutt City.","Aggravated Sexual Assault"
"604",NA,"1/6/17",NA,10169,"Christchurch City.","Common Assault"
"605",NA,"1/6/17",NA,10174,"Auckland.","Common Assault"
"606",NA,"1/6/17",NA,10179,"Wellington City.","Common Assault"
"607",NA,"1/6/17",NA,10184,"Auckland.","Common Assault"
"608",NA,"1/6/17",NA,10189,"Kapiti Coast District.","Common Assault"
"609",NA,"1/6/17",NA,10196,"Auckland.","Serious Assault Not Resulting in Injury"
"610",NA,"1/6/17",NA,10203,"Palmerston North City.","Serious Assault Resulting in Injury"
"611",NA,"1/6/17",NA,10209,"Auckland.","Common Assault"
"612",NA,"1/6/17",NA,10214,"Auckland.","Common Assault"
"613",NA,"1/6/17",NA,10219,"Auckland.","Common Assault"
"614",NA,"1/6/17",NA,10224,"Auckland.","Common Assault"
"615",NA,"1/6/17",NA,10226,"Thames-Coromandel District.","Serious Assault Not Resulting in Injury"
"616",NA,"1/6/17",NA,10231,"Hastings District.","Serious Assault Not Resulting in Injury"
"617",NA,"1/6/17",NA,10233,"Whangarei District.","Serious Assault Resulting in Injury"
"618",NA,"1/6/17",NA,10239,"Tararua District.","Common Assault"
"619",NA,"1/6/17",NA,10244,"Auckland.","Common Assault"
"620",NA,"1/6/17",NA,10249,"Whangarei District.","Common Assault"
"621",NA,"1/6/17",NA,10254,"Queenstown-Lakes District.","Common Assault"
"622",NA,"1/6/17",NA,10259,"Christchurch City.","Common Assault"
"623",NA,"1/6/17",NA,10874,"Wellington City.","Common Assault"
"624",NA,"1/6/17",NA,10879,"Dunedin City.","Common Assault"
"625",NA,"1/6/17",NA,10881,"South Waikato District.","Serious Assault Not Resulting in Injury"
"626",NA,"1/6/17",NA,10886,"Masterton District.","Serious Assault Not Resulting in Injury"
"627",NA,"1/6/17",NA,10891,"New Plymouth District.","Serious Assault Not Resulting in Injury"
"628",NA,"1/6/17",NA,10894,"Auckland.","Common Assault"
"629",NA,"1/6/17",NA,10899,"Whangarei District.","Common Assault"
"630",NA,"1/6/17",NA,10901,"Porirua City.","Serious Assault Not Resulting in Injury"
"631",NA,"1/6/17",NA,10906,"Hastings District.","Serious Assault Not Resulting in Injury"
"632",NA,"1/6/17",NA,10909,"Manawatu District.","Common Assault"
"633",NA,"1/6/17",NA,10914,"Auckland.","Common Assault"
"634",NA,"1/6/17",NA,10916,"Christchurch City.","Serious Assault Not Resulting in Injury"
"635",NA,"1/6/17",NA,10921,"Wellington City.","Serious Assault Not Resulting in Injury"
"636",NA,"1/6/17",NA,10929,"Dunedin City.","Common Assault"
"637",NA,"1/6/17",NA,10934,"Timaru District.","Common Assault"
"638",NA,"1/6/17",NA,10936,"Wellington City.","Serious Assault Not Resulting in Injury"
"639",NA,"1/6/17",NA,10941,"Auckland.","Serious Assault Not Resulting in Injury"
"640",NA,"1/6/17",NA,10946,"Wairoa District.","Serious Assault Not Resulting in Injury"
"641",NA,"1/6/17",NA,10949,"Waitomo District.","Common Assault"
"642",NA,"1/6/17",NA,10954,"Christchurch City.","Common Assault"
"643",NA,"1/6/17",NA,10961,"Wellington City.","Serious Assault Not Resulting in Injury"
"644",NA,"1/6/17",NA,10966,"Rotorua District.","Serious Assault Not Resulting in Injury"
"645",NA,"1/6/17",NA,10969,"Hamilton City.","Common Assault"
"646",NA,"1/6/17",NA,10976,"Hamilton City.","Serious Assault Not Resulting in Injury"
"647",NA,"1/6/17",NA,10979,"Dunedin City.","Common Assault"
"648",NA,"1/6/17",NA,10986,"Kapiti Coast District.","Serious Assault Not Resulting in Injury"
"649",NA,"1/6/17",NA,10994,"Hamilton City.","Common Assault"
"650",NA,"1/6/17",NA,10996,"Dunedin City.","Serious Assault Not Resulting in Injury"
"651",NA,"1/6/17",NA,11010,"Dunedin City.","Aggravated Sexual Assault"
"652",NA,"1/6/17",NA,11015,"South Waikato District.","Aggravated Sexual Assault"
