"","Original.Index","date","ANZSOC.Group","Area.Unit","Meshblock","Territorial.Authority"
"2325",108894,0001-12-18,"Common Assault","Arch Hill.",418800,"Auckland."
"2326",108899,0001-12-18,"Common Assault","Parnell West.",452500,"Auckland."
"2327",108901,0001-12-18,"Serious Assault Not Resulting in Injury","Stuart St-Frederick St.",2901000,"Dunedin City."
"2328",108906,0001-12-18,"Serious Assault Not Resulting in Injury","Orana Park.",2840500,"Waitaki District."
"2329",108911,0001-12-18,"Serious Assault Not Resulting in Injury","Freemans Bay.",417300,"Auckland."
"2330",108913,0001-12-18,"Serious Assault Resulting in Injury","Glen Innes West.",470000,"Auckland."
"2331",108918,0001-12-18,"Serious Assault Resulting in Injury","Yatton Park.",1173103,"Tauranga City."
"2332",108923,0001-12-18,"Serious Assault Resulting in Injury","Pirimai.",1447500,"Napier City."
"2333",108929,0001-12-18,"Common Assault","Grafton East.",442400,"Auckland."
"2334",108934,0001-12-18,"Common Assault","Westport Urban.",2391700,"Buller District."
"2335",108939,0001-12-18,"Common Assault","Kaikohe.",42400,"Far North District."
"2336",108944,0001-12-18,"Common Assault","Grandview.",906900,"Hamilton City."
"2337",108949,0001-12-18,"Common Assault","Richmond East.",2363700,"Tasman District."
"2338",108951,0001-12-18,"Serious Assault Not Resulting in Injury","Kaimai.",1191400,"Western Bay of Plenty District."
"2339",108956,0001-12-18,"Serious Assault Not Resulting in Injury","Waterloo East.",1971500,"Lower Hutt City."
"2340",108961,0001-12-18,"Serious Assault Not Resulting in Injury","Lansdowne.",2249600,"Masterton District."
"2341",108963,0001-12-18,"Serious Assault Resulting in Injury","Bluff Hill.",1422200,"Napier City."
"2342",108968,0001-12-18,"Serious Assault Resulting in Injury","Springlands.",2297000,"Marlborough District."
"2343",108973,0001-12-18,"Serious Assault Resulting in Injury","Feilding Central.",1772100,"Manawatu District."
"2344",108979,0001-12-18,"Common Assault","Seaview.",2795500,"Timaru District."
"2345",108984,0001-12-18,"Common Assault","Auckland Central East.",438104,"Auckland."
"2346",108989,0001-12-18,"Common Assault","Brockville.",2882300,"Dunedin City."
"2347",108994,0001-12-18,"Common Assault","Auckland Central East.",437101,"Auckland."
"2348",108999,0001-12-18,"Common Assault","Wade Heads.",174007,"Auckland."
"2349",109004,0001-12-18,"Common Assault","Ensors.",2580400,"Christchurch City."
"2350",109009,0001-12-18,"Common Assault","Hokitika Urban.",2423500,"Westland District."
"2351",109016,0001-12-18,"Serious Assault Not Resulting in Injury","Fairdene.",230801,"Auckland."
"2352",109021,0001-12-18,"Serious Assault Not Resulting in Injury","Epuni East.",1952200,"Lower Hutt City."
"2353",109026,0001-12-18,"Serious Assault Not Resulting in Injury","Tauranga Hospital.",1170400,"Tauranga City."
"2354",109031,0001-12-18,"Serious Assault Not Resulting in Injury","Feilding East.",1763800,"Manawatu District."
"2355",109033,0001-12-18,"Serious Assault Resulting in Injury","Titahi Bay North.",2042800,"Porirua City."
"2356",109038,0001-12-18,"Serious Assault Resulting in Injury","Willis Street-Cambridge Terrace.",2135600,"Wellington City."
"2357",109043,0001-12-18,"Serious Assault Resulting in Injury","Te Aroha.",1103301,"Matamata-Piako District."
"2358",109048,0001-12-18,"Serious Assault Resulting in Injury","Kaukapakapa Rural.",211503,"Auckland."
"2359",109053,0001-12-18,"Serious Assault Resulting in Injury","Gisborne Airport.",1375804,"Gisborne District."
"2360",109058,0001-12-18,"Serious Assault Resulting in Injury","Clendon South.",774437,"Auckland."
"2361",109059,0001-12-18,"Common Assault","Ohinemutu.",1231700,"Rotorua District."
"2362",109064,0001-12-18,"Common Assault","Ashburton Central East.",2729900,"Ashburton District."
"2363",109069,0001-12-18,"Common Assault","Favona North.",730001,"Auckland."
"2364",109074,0001-12-18,"Common Assault","Kingswell-Clifton.",3152000,"Invercargill City."
"2365",109079,0001-12-18,"Common Assault","Dargaville.",113800,"Kaipara District."
"2366",109084,0001-12-18,"Common Assault","Point England.",477700,"Auckland."
"2367",109089,0001-12-18,"Common Assault","Hagley Park.",2678300,"Christchurch City."
"2368",109096,0001-12-18,"Serious Assault Not Resulting in Injury","Kaweku.",3048600,"Southland District."
"2369",109101,0001-12-18,"Serious Assault Not Resulting in Injury","Porirua Central.",2052500,"Porirua City."
"2370",109106,0001-12-18,"Serious Assault Not Resulting in Injury","Yatton Park.",1173800,"Tauranga City."
"2371",109108,0001-12-18,"Serious Assault Resulting in Injury","New Plymouth Central.",1592400,"New Plymouth District."
"2372",109113,0001-12-18,"Serious Assault Resulting in Injury","Strathern.",3147900,"Invercargill City."
"2373",109118,0001-12-18,"Serious Assault Resulting in Injury","Urewera.",1302100,"Whakatane District."
"2374",109123,0001-12-18,"Serious Assault Resulting in Injury","Hawera South.",1645300,"South Taranaki District."
"2375",109128,0001-12-18,"Serious Assault Resulting in Injury","Te Puru-Thornton Bay.",1057001,"Thames-Coromandel District."
"2376",109134,0001-12-18,"Common Assault","Blenheim Central.",2299800,"Marlborough District."
"2377",109139,0001-12-18,"Common Assault","Harania West.",734603,"Auckland."
"2378",109144,0001-12-18,"Common Assault","Auckland Central East.",436300,"Auckland."
"2379",109149,0001-12-18,"Common Assault","Seacliffe.",318700,"Auckland."
"2380",109156,0001-12-18,"Serious Assault Not Resulting in Injury","Cannons Creek East.",2061600,"Porirua City."
"2381",109161,0001-12-18,"Serious Assault Not Resulting in Injury","Mangaore-Manakau.",1858402,"Horowhenua District."
"2382",109163,0001-12-18,"Serious Assault Resulting in Injury","Bayswater.",319000,"Auckland."
"2383",109168,0001-12-18,"Serious Assault Resulting in Injury","Papakura North.",792800,"Auckland."
"2384",109174,0001-12-18,"Common Assault","Westlake.",304800,"Auckland."
"2385",109179,0001-12-18,"Common Assault","Manukau Central.",780204,"Auckland."
"2386",109184,0001-12-18,"Common Assault","Lyall Bay-Airport-Moa Point.",2175600,"Wellington City."
"2387",109189,0001-12-18,"Common Assault","Red Hill.",800307,"Auckland."
"2388",109196,0001-12-18,"Serious Assault Not Resulting in Injury","Auckland Central West.",434802,"Auckland."
"2389",109201,0001-12-18,"Serious Assault Not Resulting in Injury","Papakura East.",799000,"Auckland."
"2390",109684,0001-07-18,"Common Assault","Otahuhu West.",784000,"Auckland."
"2391",109694,0001-07-18,"Common Assault","Three Kings.",563800,"Auckland."
"2392",109696,0001-07-18,"Serious Assault Not Resulting in Injury","Barrington North.",2640100,"Christchurch City."
"2393",109704,0001-07-18,"Common Assault","Ferndale.",644103,"Auckland."
"2394",109711,0001-07-18,"Serious Assault Not Resulting in Injury","Onehunga South East.",601000,"Auckland."
"2395",109714,0001-07-18,"Common Assault","Auckland Central West.",433200,"Auckland."
"2396",109719,0001-07-18,"Common Assault","Waerenga.",935600,"Waikato District."
"2397",109726,0001-07-18,"Serious Assault Not Resulting in Injury","Fordlands.",1228700,"Rotorua District."
"2398",109731,0001-07-18,"Serious Assault Not Resulting in Injury","Tikitere.",1252300,"Rotorua District."
"2399",109734,0001-07-18,"Common Assault","Linwood East.",2566700,"Christchurch City."
"2400",109744,0001-07-18,"Common Assault","Omanu.",1204300,"Tauranga City."
"2401",109746,0001-07-18,"Serious Assault Not Resulting in Injury","Welcome Bay West.",1180006,"Tauranga City."
"2402",109754,0001-07-18,"Common Assault","Parkvale.",1499100,"Hastings District."
"2403",109756,0001-07-18,"Serious Assault Not Resulting in Injury","Papatoetoe West.",660200,"Auckland."
"2404",109761,0001-07-18,"Serious Assault Not Resulting in Injury","Fordell-Kakatahi.",1687400,"Wanganui District."
"2405",109764,0001-07-18,"Common Assault","High St-Stuart St.",2898300,"Dunedin City."
"2406",109766,0001-07-18,"Serious Assault Not Resulting in Injury","Brookfield.",1161108,"Tauranga City."
"2407",109775,0001-07-18,"Aggravated Sexual Assault","Lambton.",2127500,"Wellington City."
"2408",109780,0001-07-18,"Aggravated Sexual Assault","Bromley.",2580306,"Christchurch City."
"2409",109785,0001-07-18,"Aggravated Sexual Assault","Kohuora.",658800,"Auckland."
"2410",109790,0001-07-18,"Aggravated Sexual Assault","Kaitaia East.",14200,"Far North District."
"2411",110089,0001-08-18,"Common Assault","Flaxmere East.",1474700,"Hastings District."
"2412",110094,0001-08-18,"Common Assault","Pigeon Mountain North.",680709,"Auckland."
"2413",110099,0001-08-18,"Common Assault","Welbourn.",1601100,"New Plymouth District."
"2414",110104,0001-08-18,"Common Assault","Mornington.",2921000,"Dunedin City."
"2415",110109,0001-08-18,"Common Assault","Henderson South.",242800,"Auckland."
"2416",110114,0001-08-18,"Common Assault","Cannons Creek South.",2050400,"Porirua City."
"2417",110119,0001-08-18,"Common Assault","Auckland Central East.",438406,"Auckland."
"2418",110126,0001-08-18,"Serious Assault Not Resulting in Injury","Nawton.",905600,"Hamilton City."
"2419",110131,0001-08-18,"Serious Assault Not Resulting in Injury","Bombay.",827700,"Auckland."
"2420",110138,0001-08-18,"Serious Assault Resulting in Injury","Enderley.",867200,"Hamilton City."
"2421",110143,0001-08-18,"Serious Assault Resulting in Injury","St Kilda Central.",2949900,"Dunedin City."
"2422",110149,0001-08-18,"Common Assault","Windsor Park.",180866,"Auckland."
"2423",110154,0001-08-18,"Common Assault","Tauranga Hospital.",1170400,"Tauranga City."
"2424",110159,0001-08-18,"Common Assault","Wiri.",780416,"Auckland."
"2425",110164,0001-08-18,"Common Assault","Mt Eden East.",551700,"Auckland."
"2426",110171,0001-08-18,"Serious Assault Not Resulting in Injury","Gisborne Central.",1371700,"Gisborne District."
"2427",110178,0001-08-18,"Serious Assault Resulting in Injury","Milson.",1838700,"Palmerston North City."
"2428",110184,0001-08-18,"Common Assault","Wellington City-Marinas.",2137325,"Wellington City."
"2429",110189,0001-08-18,"Common Assault","Kaiti North.",1383400,"Gisborne District."
"2430",110194,0001-08-18,"Common Assault","Mt Wellington North.",626700,"Auckland."
"2431",110199,0001-08-18,"Common Assault","Titahi Bay North.",2043102,"Porirua City."
"2432",110204,0001-08-18,"Common Assault","Green Island.",2957900,"Dunedin City."
"2433",110206,0001-08-18,"Serious Assault Not Resulting in Injury","Waimumu North.",227304,"Auckland."
"2434",110211,0001-08-18,"Serious Assault Not Resulting in Injury","Te Hapara.",1367801,"Gisborne District."
"2435",110218,0001-08-18,"Serious Assault Resulting in Injury","Waihi.",1080100,"Hauraki District."
"2436",110223,0001-08-18,"Serious Assault Resulting in Injury","Westhaven.",2506308,"Christchurch City."
"2437",110228,0001-08-18,"Serious Assault Resulting in Injury","Point England.",477300,"Auckland."
"2438",110233,0001-08-18,"Serious Assault Resulting in Injury","Auckland Central East.",438000,"Auckland."
"2439",110239,0001-08-18,"Common Assault","Queenstown Bay.",3033500,"Queenstown-Lakes District."
"2440",110244,0001-08-18,"Common Assault","Otakaro Park.",3108100,"Invercargill City."
"2441",110249,0001-08-18,"Common Assault","Cathedral Square.",2649800,"Christchurch City."
"2442",110254,0001-08-18,"Common Assault","Lambton.",2130300,"Wellington City."
"2443",110259,0001-08-18,"Common Assault","Stuart St-Frederick St.",2901900,"Dunedin City."
"2444",110266,0001-08-18,"Serious Assault Not Resulting in Injury","Camberley.",1478700,"Hastings District."
"2445",110273,0001-08-18,"Serious Assault Resulting in Injury","Hastings Central.",1492000,"Hastings District."
"2446",110278,0001-08-18,"Serious Assault Resulting in Injury","Westown.",1575300,"New Plymouth District."
"2447",110283,0001-08-18,"Serious Assault Resulting in Injury","Otara East.",702100,"Auckland."
"2448",110289,0001-08-18,"Common Assault","Kingdale.",231900,"Auckland."
"2449",110294,0001-08-18,"Common Assault","Bridge Pa.",1470213,"Hastings District."
"2450",110299,0001-08-18,"Common Assault","Strathmore.",1147900,"South Waikato District."
"2451",110304,0001-08-18,"Common Assault","Palmerston North Central.",1829300,"Palmerston North City."
"2452",110309,0001-08-18,"Common Assault","Point View.",712136,"Auckland."
"2453",110314,0001-08-18,"Common Assault","Papatoetoe Central.",665000,"Auckland."
"2454",110321,0001-08-18,"Serious Assault Not Resulting in Injury","Mangapapa.",1377702,"Gisborne District."
"2455",110326,0001-08-18,"Serious Assault Not Resulting in Injury","Mairtown.",90800,"Whangarei District."
"2456",110328,0001-08-18,"Serious Assault Resulting in Injury","Middlemore.",786500,"Auckland."
"2457",110333,0001-08-18,"Serious Assault Resulting in Injury","Otaki.",1879900,"Kapiti Coast District."
"2458",110339,0001-08-18,"Common Assault","Mt Eden East.",551200,"Auckland."
"2459",110344,0001-08-18,"Common Assault","Te Rapa.",977301,"Hamilton City."
"2460",110349,0001-08-18,"Common Assault","Takanini South.",765500,"Auckland."
"2461",110354,0001-08-18,"Common Assault","Murupara.",1328300,"Whakatane District."
"2462",110359,0001-08-18,"Common Assault","Picton.",2282300,"Marlborough District."
"2463",110361,0001-08-18,"Serious Assault Not Resulting in Injury","New Plymouth Central.",1591600,"New Plymouth District."
"2464",110366,0001-08-18,"Serious Assault Not Resulting in Injury","Otara North.",700700,"Auckland."
"2465",110368,0001-08-18,"Serious Assault Resulting in Injury","Eden Terrace.",419800,"Auckland."
"2466",110374,0001-08-18,"Common Assault","Otahuhu West.",783000,"Auckland."
"2467",110381,0001-08-18,"Serious Assault Not Resulting in Injury","Prebbleton.",2499503,"Selwyn District."
"2468",110383,0001-08-18,"Serious Assault Resulting in Injury","Matamata North.",1121500,"Matamata-Piako District."
"2469",110384,0001-08-18,"Common Assault","Tikipunga East.",87400,"Whangarei District."
"2470",110389,0001-08-18,"Common Assault","Masterton Central.",2245300,"Masterton District."
"2471",110394,0001-08-18,"Common Assault","Hastings Central.",1491700,"Hastings District."
"2472",110399,0001-08-18,"Common Assault","Taupo Central.",1274200,"Taupo District."
"2473",110404,0001-08-18,"Common Assault","Dannemora.",711709,"Auckland."
"2474",110409,0001-08-18,"Common Assault","Rosedale.",3122300,"Invercargill City."
"2475",110411,0001-08-18,"Serious Assault Not Resulting in Injury","Mangakakahi.",1224100,"Rotorua District."
"2476",110416,0001-08-18,"Serious Assault Not Resulting in Injury","Kuirau.",1233400,"Rotorua District."
"2477",110418,0001-08-18,"Serious Assault Resulting in Injury","Gisborne Airport.",1375900,"Gisborne District."
"2478",110423,0001-08-18,"Serious Assault Resulting in Injury","Manurewa Central.",752100,"Auckland."
"2479",110455,0001-08-18,"Aggravated Sexual Assault","Avondale.",2578300,"Christchurch City."
"2480",110462,0001-08-18,"Non-Aggravated Sexual Assault","Russley.",2520703,"Christchurch City."
"2481",110467,0001-08-18,"Non-Aggravated Sexual Assault","Papatoetoe Central.",663600,"Auckland."
"2482",110470,0001-08-18,"Aggravated Sexual Assault","Gisborne Airport.",1374000,"Gisborne District."
"2483",110472,0001-08-18,"Non-Aggravated Sexual Assault","Whakaki.",1398600,"Wairoa District."
"2484",111793,0001-11-18,"Serious Assault Resulting in Injury","Freemans Bay.",414000,"Auckland."
"2485",111799,0001-11-18,"Common Assault","Auckland Harbourside.",437903,"Auckland."
"2486",111804,0001-11-18,"Common Assault","Henderson South.",243300,"Auckland."
"2487",111813,0001-11-18,"Serious Assault Resulting in Injury","Newton.",412200,"Auckland."
"2488",111814,0001-11-18,"Common Assault","Lynnmall.",265700,"Auckland."
"2489",111819,0001-11-18,"Common Assault","Waiheke Island.",516603,"Auckland."
"2490",111829,0001-11-18,"Common Assault","Porirua Central.",2052500,"Porirua City."
"2491",111834,0001-11-18,"Common Assault","Porirua Central.",2052500,"Porirua City."
"2492",111844,0001-11-18,"Common Assault","Bethlehem.",1191203,"Tauranga City."
"2493",111846,0001-11-18,"Serious Assault Not Resulting in Injury","Herald.",221000,"Auckland."
"2494",111849,0001-11-18,"Common Assault","Auckland Harbourside.",433001,"Auckland."
"2495",111854,0001-11-18,"Common Assault","Huntly East.",944500,"Waikato District."
"2496",111880,0001-11-18,"Aggravated Sexual Assault","Glenview.",925203,"Hamilton City."
"2497",111882,0001-11-18,"Non-Aggravated Sexual Assault","Upper Hutt Central.",1905200,"Upper Hutt City."
"2498",111885,0001-11-18,"Aggravated Sexual Assault","999999",-210,"Wanganui District."
"2499",111887,0001-11-18,"Non-Aggravated Sexual Assault","Kingsland.",530900,"Auckland."
"2500",113553,0001-01-19,"Serious Assault Resulting in Injury","Dingwall.",667300,"Auckland."
"2501",113558,0001-01-19,"Serious Assault Resulting in Injury","Willis Street-Cambridge Terrace.",2133200,"Wellington City."
"2502",113564,0001-01-19,"Common Assault","Oratia.",278701,"Auckland."
"2503",113569,0001-01-19,"Common Assault","Meadowbank North.",459700,"Auckland."
"2504",113574,0001-01-19,"Common Assault","Oamaru Central.",2842000,"Waitaki District."
"2505",113579,0001-01-19,"Common Assault","Huntly West.",851000,"Waikato District."
"2506",113584,0001-01-19,"Common Assault","Hamilton Lake.",932400,"Hamilton City."
"2507",113591,0001-01-19,"Serious Assault Not Resulting in Injury","Grey Lynn East.",407000,"Auckland."
"2508",113596,0001-01-19,"Serious Assault Not Resulting in Injury","Kaukapakapa Rural.",211800,"Auckland."
"2509",113598,0001-01-19,"Serious Assault Resulting in Injury","Dingwall.",667500,"Auckland."
"2510",113603,0001-01-19,"Serious Assault Resulting in Injury","Lochain.",1474106,"Hastings District."
"2511",113608,0001-01-19,"Serious Assault Resulting in Injury","Richmond East.",2361700,"Tasman District."
"2512",113609,0001-01-19,"Common Assault","Auckland Central West.",433700,"Auckland."
"2513",113614,0001-01-19,"Common Assault","Glen Eden East.",285800,"Auckland."
"2514",113619,0001-01-19,"Common Assault","Elsdon-Takapuwahia.",2037302,"Porirua City."
"2515",113624,0001-01-19,"Common Assault","Hampstead.",2732000,"Ashburton District."
"2516",113629,0001-01-19,"Common Assault","Tauranga Central.",1163200,"Tauranga City."
"2517",113636,0001-01-19,"Serious Assault Not Resulting in Injury","Auckland Central West.",433401,"Auckland."
"2518",113641,0001-01-19,"Serious Assault Not Resulting in Injury","Willis Street-Cambridge Terrace.",2133200,"Wellington City."
"2519",113646,0001-01-19,"Serious Assault Not Resulting in Injury","Takapuna Central.",327700,"Auckland."
"2520",113648,0001-01-19,"Serious Assault Resulting in Injury","Auckland Harbourside.",433001,"Auckland."
"2521",113653,0001-01-19,"Serious Assault Resulting in Injury","Tauhara.",1271400,"Taupo District."
"2522",113658,0001-01-19,"Serious Assault Resulting in Injury","Clutha.",3003800,"Clutha District."
"2523",113664,0001-01-19,"Common Assault","Auckland Central East.",438000,"Auckland."
"2524",113669,0001-01-19,"Common Assault","Mayfield.",2293800,"Marlborough District."
"2525",113674,0001-01-19,"Common Assault","Whangamata.",1060421,"Thames-Coromandel District."
"2526",113679,0001-01-19,"Common Assault","Willis Street-Cambridge Terrace.",2131300,"Wellington City."
"2527",113684,0001-01-19,"Common Assault","Turangi.",1285300,"Taupo District."
"2528",113691,0001-01-19,"Serious Assault Not Resulting in Injury","Willis Street-Cambridge Terrace.",2135900,"Wellington City."
"2529",113696,0001-01-19,"Serious Assault Not Resulting in Injury","Timaru Gardens.",2803000,"Timaru District."
"2530",113701,0001-01-19,"Serious Assault Not Resulting in Injury","Deans Bush.",2545101,"Christchurch City."
"2531",113703,0001-01-19,"Serious Assault Resulting in Injury","Raglan.",854800,"Waikato District."
"2532",113708,0001-01-19,"Serious Assault Resulting in Injury","Raglan.",854600,"Waikato District."
"2533",113713,0001-01-19,"Serious Assault Resulting in Injury","Petone Central.",2034300,"Lower Hutt City."
"2534",113719,0001-01-19,"Common Assault","Auckland Central East.",436700,"Auckland."
"2535",113724,0001-01-19,"Common Assault","Takanini West.",768006,"Auckland."
"2536",113729,0001-01-19,"Common Assault","Puhinui South.",780304,"Auckland."
"2537",113734,0001-01-19,"Common Assault","Auckland Central East.",437101,"Auckland."
"2538",113741,0001-01-19,"Serious Assault Not Resulting in Injury","Kingdale.",234900,"Auckland."
"2539",113748,0001-01-19,"Serious Assault Resulting in Injury","Dargaville.",115100,"Kaipara District."
"2540",113753,0001-01-19,"Serious Assault Resulting in Injury","Welcome Bay East.",1206313,"Tauranga City."
"2541",113759,0001-01-19,"Common Assault","Willis Street-Cambridge Terrace.",2135700,"Wellington City."
"2542",113764,0001-01-19,"Common Assault","Auckland Central West.",433600,"Auckland."
"2543",113769,0001-01-19,"Common Assault","Taupo Central.",1273600,"Taupo District."
"2544",113774,0001-01-19,"Common Assault","Newmarket.",451300,"Auckland."
"2545",113779,0001-01-19,"Common Assault","Lynnmall.",264901,"Auckland."
"2546",113784,0001-01-19,"Common Assault","Ravenswood.",2446601,"Waimakariri District."
"2547",113786,0001-01-19,"Serious Assault Not Resulting in Injury","Willis Street-Cambridge Terrace.",2135700,"Wellington City."
"2548",113791,0001-01-19,"Serious Assault Not Resulting in Injury","Otakaro Park.",3107000,"Invercargill City."
"2549",113793,0001-01-19,"Serious Assault Resulting in Injury","Spreydon.",2644800,"Christchurch City."
"2550",113798,0001-01-19,"Serious Assault Resulting in Injury","Washington.",2327805,"Nelson City."
"2551",113803,0001-01-19,"Serious Assault Resulting in Injury","Kaipara Coastal.",117500,"Kaipara District."
"2552",113808,0001-01-19,"Serious Assault Resulting in Injury","Panmure Basin.",628601,"Auckland."
"2553",113816,0001-01-19,"Serious Assault Not Resulting in Injury","Trafalgar.",2319300,"Nelson City."
"2554",113818,0001-01-19,"Serious Assault Resulting in Injury","Hokianga South.",25300,"Far North District."
"2555",113824,0001-01-19,"Common Assault","Albany.",178800,"Auckland."
"2556",113829,0001-01-19,"Common Assault","Manukau Central.",781200,"Auckland."
"2557",113834,0001-01-19,"Common Assault","Hillpark.",757100,"Auckland."
"2558",113839,0001-01-19,"Common Assault","Whakatane West.",1313604,"Whakatane District."
"2559",113844,0001-01-19,"Common Assault","Island View-Pios Beach.",1181500,"Western Bay of Plenty District."
"2560",113846,0001-01-19,"Serious Assault Not Resulting in Injury","Te Awamutu South.",973700,"Waipa District."
"2561",113851,0001-01-19,"Serious Assault Not Resulting in Injury","Point Chevalier East.",390501,"Auckland."
"2562",113858,0001-01-19,"Serious Assault Resulting in Injury","Islington.",2497800,"Christchurch City."
"2563",113863,0001-01-19,"Serious Assault Resulting in Injury","Army Bay.",175003,"Auckland."
"2564",113868,0001-01-19,"Serious Assault Resulting in Injury","Turangi.",1284400,"Taupo District."
"2565",113905,0001-01-19,"Aggravated Sexual Assault","Wadestown.",2099300,"Wellington City."
"2566",113907,0001-01-19,"Non-Aggravated Sexual Assault","Papakura North.",790800,"Auckland."
"2567",113920,0001-01-19,"Aggravated Sexual Assault","Leeston.",2723102,"Selwyn District."
"2568",113922,0001-01-19,"Non-Aggravated Sexual Assault","Woburn North.",1965200,"Lower Hutt City."
"2569",113927,0001-01-19,"Non-Aggravated Sexual Assault","Bridge Pa.",1470213,"Hastings District."
"2570",113930,0001-01-19,"Aggravated Sexual Assault","999999",-306,"Marlborough District."
"2571",114359,0001-06-18,"Common Assault","Tamaki.",630700,"Auckland."
"2572",114364,0001-06-18,"Common Assault","Porirua East.",2056102,"Porirua City."
"2573",114369,0001-06-18,"Common Assault","Hokowhitu East.",1850200,"Palmerston North City."
"2574",114371,0001-06-18,"Serious Assault Not Resulting in Injury","Governors Bay.",2711501,"Christchurch City."
"2575",114376,0001-06-18,"Serious Assault Not Resulting in Injury","Glendale.",2012107,"Lower Hutt City."
"2576",114379,0001-06-18,"Common Assault","Onekawa South.",1443400,"Napier City."
"2577",114389,0001-06-18,"Common Assault","Pahiatua.",2216500,"Tararua District."
"2578",114394,0001-06-18,"Common Assault","Ilam.",2537100,"Christchurch City."
"2579",114399,0001-06-18,"Common Assault","Kirwee.",2467300,"Selwyn District."
"2580",114401,0001-06-18,"Serious Assault Not Resulting in Injury","Mayfair.",1497700,"Hastings District."
"2581",114406,0001-06-18,"Serious Assault Not Resulting in Injury","Hilltop.",1268206,"Taupo District."
"2582",114414,0001-06-18,"Common Assault","Abbotts Park.",495300,"Auckland."
"2583",114421,0001-06-18,"Serious Assault Not Resulting in Injury","Solway North.",2230400,"Masterton District."
"2584",114426,0001-06-18,"Serious Assault Not Resulting in Injury","Temuka.",2766900,"Timaru District."
"2585",114429,0001-06-18,"Common Assault","Laird Park.",1703400,"Wanganui District."
"2586",114431,0001-06-18,"Serious Assault Not Resulting in Injury","Middlemore.",786500,"Auckland."
"2587",114439,0001-06-18,"Common Assault","Ngongotaha North.",1247100,"Rotorua District."
"2588",114441,0001-06-18,"Serious Assault Not Resulting in Injury","Frankleigh.",1571300,"New Plymouth District."
"2589",114449,0001-06-18,"Common Assault","Melville.",929001,"Hamilton City."
"2590",114454,0001-06-18,"Common Assault","Waimana.",1295700,"Whakatane District."
"2591",114456,0001-06-18,"Serious Assault Not Resulting in Injury","Papatoetoe Central.",663300,"Auckland."
"2592",114464,0001-06-18,"Common Assault","Lyall Bay-Airport-Moa Point.",2174500,"Wellington City."
"2593",114466,0001-06-18,"Serious Assault Not Resulting in Injury","Willis Street-Cambridge Terrace.",2133100,"Wellington City."
"2594",114480,0001-06-18,"Aggravated Sexual Assault","Stratford East.",1612300,"Stratford District."
"2595",114485,0001-06-18,"Aggravated Sexual Assault","Rosehill.",803803,"Auckland."
"2596",114490,0001-06-18,"Aggravated Sexual Assault","Broomfield.",2495112,"Christchurch City."
"2597",114495,0001-06-18,"Aggravated Sexual Assault","999999",-166,"Hauraki District."
"2598",114804,0001-07-18,"Common Assault","Otahuhu West.",782600,"Auckland."
"2599",114809,0001-07-18,"Common Assault","Kingdale.",231700,"Auckland."
"2600",114814,0001-07-18,"Common Assault","Paekakariki.",2009800,"Kapiti Coast District."
"2601",114819,0001-07-18,"Common Assault","Phillipstown.",2605100,"Christchurch City."
"2602",114826,0001-07-18,"Serious Assault Not Resulting in Injury","Opotiki.",1339500,"Opotiki District."
"2603",114833,0001-07-18,"Serious Assault Resulting in Injury","Tauranga Hospital.",1170400,"Tauranga City."
"2604",114839,0001-07-18,"Common Assault","Hamilton Central.",911102,"Hamilton City."
"2605",114844,0001-07-18,"Common Assault","Otara West.",698600,"Auckland."
"2606",114849,0001-07-18,"Common Assault","Grafton East.",442400,"Auckland."
"2607",114854,0001-07-18,"Common Assault","Raumanga West.",107803,"Whangarei District."
"2608",114861,0001-07-18,"Serious Assault Not Resulting in Injury","Turangi.",1286600,"Taupo District."
"2609",114868,0001-07-18,"Serious Assault Resulting in Injury","Manukau Central.",781200,"Auckland."
"2610",114874,0001-07-18,"Common Assault","Lambton.",2125400,"Wellington City."
"2611",114879,0001-07-18,"Common Assault","Cathedral Square.",2653000,"Christchurch City."
"2612",114884,0001-07-18,"Common Assault","Kaitaia West.",16600,"Far North District."
"2613",114889,0001-07-18,"Common Assault","Tinwald.",2740100,"Ashburton District."
"2614",114894,0001-07-18,"Common Assault","Hamilton Lake.",932100,"Hamilton City."
"2615",114901,0001-07-18,"Serious Assault Not Resulting in Injury","Mangere Central.",740500,"Auckland."
"2616",114908,0001-07-18,"Serious Assault Resulting in Injury","Te Maunga.",1202409,"Tauranga City."
"2617",114913,0001-07-18,"Serious Assault Resulting in Injury","Ngaruawahia.",856005,"Waikato District."
"2618",114918,0001-07-18,"Serious Assault Resulting in Injury","Forrest Hill.",193802,"Auckland."
"2619",114924,0001-07-18,"Common Assault","Gisborne Central.",1371300,"Gisborne District."
"2620",114929,0001-07-18,"Common Assault","Whangarei Central.",99400,"Whangarei District."
"2621",114934,0001-07-18,"Common Assault","Spreydon.",2643400,"Christchurch City."
"2622",114939,0001-07-18,"Common Assault","Westown.",1575300,"New Plymouth District."
"2623",114944,0001-07-18,"Common Assault","Otahuhu West.",784000,"Auckland."
"2624",114949,0001-07-18,"Common Assault","Hamilton Lake.",930403,"Hamilton City."
"2625",114951,0001-07-18,"Serious Assault Not Resulting in Injury","Westport Urban.",2391400,"Buller District."
"2626",114956,0001-07-18,"Serious Assault Not Resulting in Injury","Mangere South.",727400,"Auckland."
"2627",114963,0001-07-18,"Serious Assault Resulting in Injury","Crawshaw.",976715,"Hamilton City."
