"","month","year","Event","Area.Unit","Meshblock","Territorial.Authority","Alert.Level","Location","No"
"2103","3","18","Common Assault","Grey Lynn East.",404800,"Auckland.",4,"Auckland",NA
"2143","3","18","Aggravated Sexual Assault","Mt Wellington Domain.",628001,"Auckland.",4,"Auckland",NA
"2144","3","18","Aggravated Sexual Assault","Gladstone-Avenal.",3117600,"Invercargill City.",4,"Southland/ Otago",NA
"2145","3","18","Aggravated Sexual Assault","Willis Street-Cambridge Terrace.",2135900,"Wellington City.",4,"Wellington/ Lower-Central North",NA
"2281","6","18","Common Assault","Richmond West.",2365800,"Tasman District.",1,"Tasman/ South-West Coast",NA
"2282","6","18","Serious Assault Not Resulting in Injury","Island Bay East.",2190400,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"2283","6","18","Serious Assault Resulting in Injury","Tikipunga West.",86000,"Whangarei District.",1,"Northland",NA
"2284","6","18","Serious Assault Resulting in Injury","Ohinemuri.",1075100,"Hauraki District.",1,"Waikato",NA
"2285","6","18","Common Assault","Harania East.",734201,"Auckland.",1,"Auckland",NA
"2286","6","18","Aggravated Sexual Assault","Te Puke West.",1214203,"Western Bay of Plenty District.",1,"Bay Of Plenty",NA
"2390","7","18","Common Assault","Otahuhu West.",784000,"Auckland.",1,"Auckland",NA
"2391","7","18","Common Assault","Three Kings.",563800,"Auckland.",1,"Auckland",NA
"2392","7","18","Serious Assault Not Resulting in Injury","Barrington North.",2640100,"Christchurch City.",1,"Canterbury",NA
"2393","7","18","Common Assault","Ferndale.",644103,"Auckland.",1,"Auckland",NA
"2394","7","18","Serious Assault Not Resulting in Injury","Onehunga South East.",601000,"Auckland.",1,"Auckland",NA
"2395","7","18","Common Assault","Auckland Central West.",433200,"Auckland.",1,"Auckland",NA
"2396","7","18","Common Assault","Waerenga.",935600,"Waikato District.",1,"Waikato",NA
"2397","7","18","Serious Assault Not Resulting in Injury","Fordlands.",1228700,"Rotorua District.",1,"Bay Of Plenty",NA
"2398","7","18","Serious Assault Not Resulting in Injury","Tikitere.",1252300,"Rotorua District.",1,"Bay Of Plenty",NA
"2399","7","18","Common Assault","Linwood East.",2566700,"Christchurch City.",1,"Canterbury",NA
"2400","7","18","Common Assault","Omanu.",1204300,"Tauranga City.",1,"Bay Of Plenty",NA
"2401","7","18","Serious Assault Not Resulting in Injury","Welcome Bay West.",1180006,"Tauranga City.",1,"Bay Of Plenty",NA
"2402","7","18","Common Assault","Parkvale.",1499100,"Hastings District.",1,"Hawkes Bay/ Gisborne",NA
"2403","7","18","Serious Assault Not Resulting in Injury","Papatoetoe West.",660200,"Auckland.",1,"Auckland",NA
"2404","7","18","Serious Assault Not Resulting in Injury","Fordell-Kakatahi.",1687400,"Wanganui District.",1,"West Coast/ Upper-Central North",NA
"2405","7","18","Common Assault","High St-Stuart St.",2898300,"Dunedin City.",1,"Southland/ Otago",NA
"2406","7","18","Serious Assault Not Resulting in Injury","Brookfield.",1161108,"Tauranga City.",1,"Bay Of Plenty",NA
"2407","7","18","Aggravated Sexual Assault","Lambton.",2127500,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"2408","7","18","Aggravated Sexual Assault","Bromley.",2580306,"Christchurch City.",1,"Canterbury",NA
"2409","7","18","Aggravated Sexual Assault","Kohuora.",658800,"Auckland.",1,"Auckland",NA
"2410","7","18","Aggravated Sexual Assault","Kaitaia East.",14200,"Far North District.",1,"Northland",NA
"2571","6","18","Common Assault","Tamaki.",630700,"Auckland.",1,"Auckland",NA
"2572","6","18","Common Assault","Porirua East.",2056102,"Porirua City.",1,"Wellington/ Lower-Central North",NA
"2573","6","18","Common Assault","Hokowhitu East.",1850200,"Palmerston North City.",1,"West Coast/ Upper-Central North",NA
"2574","6","18","Serious Assault Not Resulting in Injury","Governors Bay.",2711501,"Christchurch City.",1,"Canterbury",NA
"2575","6","18","Serious Assault Not Resulting in Injury","Glendale.",2012107,"Lower Hutt City.",1,"Wellington/ Lower-Central North",NA
"2576","6","18","Common Assault","Onekawa South.",1443400,"Napier City.",1,"Hawkes Bay/ Gisborne",NA
"2577","6","18","Common Assault","Pahiatua.",2216500,"Tararua District.",1,"Wellington/ Lower-Central North",NA
"2578","6","18","Common Assault","Ilam.",2537100,"Christchurch City.",1,"Canterbury",NA
"2579","6","18","Common Assault","Kirwee.",2467300,"Selwyn District.",1,"Canterbury",NA
"2580","6","18","Serious Assault Not Resulting in Injury","Mayfair.",1497700,"Hastings District.",1,"Hawkes Bay/ Gisborne",NA
"2581","6","18","Serious Assault Not Resulting in Injury","Hilltop.",1268206,"Taupo District.",1,"Waikato",NA
"2582","6","18","Common Assault","Abbotts Park.",495300,"Auckland.",1,"Auckland",NA
"2583","6","18","Serious Assault Not Resulting in Injury","Solway North.",2230400,"Masterton District.",1,"Wellington/ Lower-Central North",NA
"2584","6","18","Serious Assault Not Resulting in Injury","Temuka.",2766900,"Timaru District.",1,"Canterbury",NA
"2585","6","18","Common Assault","Laird Park.",1703400,"Wanganui District.",1,"West Coast/ Upper-Central North",NA
"2586","6","18","Serious Assault Not Resulting in Injury","Middlemore.",786500,"Auckland.",1,"Auckland",NA
"2587","6","18","Common Assault","Ngongotaha North.",1247100,"Rotorua District.",1,"Bay Of Plenty",NA
"2588","6","18","Serious Assault Not Resulting in Injury","Frankleigh.",1571300,"New Plymouth District.",1,"West Coast/ Upper-Central North",NA
"2589","6","18","Common Assault","Melville.",929001,"Hamilton City.",1,"Waikato",NA
"2590","6","18","Common Assault","Waimana.",1295700,"Whakatane District.",1,"Bay Of Plenty",NA
"2591","6","18","Serious Assault Not Resulting in Injury","Papatoetoe Central.",663300,"Auckland.",1,"Auckland",NA
"2592","6","18","Common Assault","Lyall Bay-Airport-Moa Point.",2174500,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"2593","6","18","Serious Assault Not Resulting in Injury","Willis Street-Cambridge Terrace.",2133100,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"2594","6","18","Aggravated Sexual Assault","Stratford East.",1612300,"Stratford District.",1,"West Coast/ Upper-Central North",NA
"2595","6","18","Aggravated Sexual Assault","Rosehill.",803803,"Auckland.",1,"Auckland",NA
"2596","6","18","Aggravated Sexual Assault","Broomfield.",2495112,"Christchurch City.",1,"Canterbury",NA
"2597","6","18","Aggravated Sexual Assault","999999",-166,"Hauraki District.",1,"Waikato",NA
"2598","7","18","Common Assault","Otahuhu West.",782600,"Auckland.",1,"Auckland",NA
"2599","7","18","Common Assault","Kingdale.",231700,"Auckland.",1,"Auckland",NA
"2600","7","18","Common Assault","Paekakariki.",2009800,"Kapiti Coast District.",1,"Wellington/ Lower-Central North",NA
"2601","7","18","Common Assault","Phillipstown.",2605100,"Christchurch City.",1,"Canterbury",NA
"2602","7","18","Serious Assault Not Resulting in Injury","Opotiki.",1339500,"Opotiki District.",1,"Bay Of Plenty",NA
"2603","7","18","Serious Assault Resulting in Injury","Tauranga Hospital.",1170400,"Tauranga City.",1,"Bay Of Plenty",NA
"2604","7","18","Common Assault","Hamilton Central.",911102,"Hamilton City.",1,"Waikato",NA
"2605","7","18","Common Assault","Otara West.",698600,"Auckland.",1,"Auckland",NA
"2606","7","18","Common Assault","Grafton East.",442400,"Auckland.",1,"Auckland",NA
"2607","7","18","Common Assault","Raumanga West.",107803,"Whangarei District.",1,"Northland",NA
"2608","7","18","Serious Assault Not Resulting in Injury","Turangi.",1286600,"Taupo District.",1,"Waikato",NA
"2609","7","18","Serious Assault Resulting in Injury","Manukau Central.",781200,"Auckland.",1,"Auckland",NA
"2610","7","18","Common Assault","Lambton.",2125400,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"2611","7","18","Common Assault","Cathedral Square.",2653000,"Christchurch City.",1,"Canterbury",NA
"2612","7","18","Common Assault","Kaitaia West.",16600,"Far North District.",1,"Northland",NA
"2613","7","18","Common Assault","Tinwald.",2740100,"Ashburton District.",1,"Canterbury",NA
"2614","7","18","Common Assault","Hamilton Lake.",932100,"Hamilton City.",1,"Waikato",NA
"2615","7","18","Serious Assault Not Resulting in Injury","Mangere Central.",740500,"Auckland.",1,"Auckland",NA
"2616","7","18","Serious Assault Resulting in Injury","Te Maunga.",1202409,"Tauranga City.",1,"Bay Of Plenty",NA
"2617","7","18","Serious Assault Resulting in Injury","Ngaruawahia.",856005,"Waikato District.",1,"Waikato",NA
"2618","7","18","Serious Assault Resulting in Injury","Forrest Hill.",193802,"Auckland.",1,"Auckland",NA
"2619","7","18","Common Assault","Gisborne Central.",1371300,"Gisborne District.",1,"Hawkes Bay/ Gisborne",NA
"2620","7","18","Common Assault","Whangarei Central.",99400,"Whangarei District.",1,"Northland",NA
"2621","7","18","Common Assault","Spreydon.",2643400,"Christchurch City.",1,"Canterbury",NA
"2622","7","18","Common Assault","Westown.",1575300,"New Plymouth District.",1,"West Coast/ Upper-Central North",NA
"2623","7","18","Common Assault","Otahuhu West.",784000,"Auckland.",1,"Auckland",NA
"2624","7","18","Common Assault","Hamilton Lake.",930403,"Hamilton City.",1,"Waikato",NA
"2625","7","18","Serious Assault Not Resulting in Injury","Westport Urban.",2391400,"Buller District.",1,"Tasman/ South-West Coast",NA
"2626","7","18","Serious Assault Not Resulting in Injury","Mangere South.",727400,"Auckland.",1,"Auckland",NA
"2627","7","18","Serious Assault Resulting in Injury","Crawshaw.",976715,"Hamilton City.",1,"Waikato",NA
"2628","7","18","Serious Assault Resulting in Injury","Palmerston North Hospital.",1834100,"Palmerston North City.",1,"West Coast/ Upper-Central North",NA
"2629","7","18","Serious Assault Resulting in Injury","Wiri.",780700,"Auckland.",1,"Auckland",NA
"2630","7","18","Common Assault","Oriental Bay.",2138200,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"2631","7","18","Common Assault","Nelson Park.",1428400,"Napier City.",1,"Hawkes Bay/ Gisborne",NA
"2632","7","18","Common Assault","Pyes Pa.",1192114,"Tauranga City.",1,"Bay Of Plenty",NA
"2633","7","18","Common Assault","Henderson North.",239300,"Auckland.",1,"Auckland",NA
"2634","7","18","Serious Assault Not Resulting in Injury","Tahunanui.",2333800,"Nelson City.",1,"Tasman/ South-West Coast",NA
"2635","7","18","Serious Assault Resulting in Injury","Tauranga South.",1169101,"Tauranga City.",1,"Bay Of Plenty",NA
"2636","7","18","Common Assault","Bruce.",2988300,"Clutha District.",1,"Southland/ Otago",NA
"2637","7","18","Common Assault","Springleigh.",523200,"Auckland.",1,"Auckland",NA
"2638","7","18","Common Assault","Titahi Bay South.",2039800,"Porirua City.",1,"Wellington/ Lower-Central North",NA
"2639","7","18","Common Assault","Hamilton Central.",910900,"Hamilton City.",1,"Waikato",NA
"2640","7","18","Common Assault","Thorndon-Tinakori Road.",2122700,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"2641","7","18","Serious Assault Not Resulting in Injury","Kuirau.",1233400,"Rotorua District.",1,"Bay Of Plenty",NA
"2642","7","18","Serious Assault Resulting in Injury","Mt Eden North.",542700,"Auckland.",1,"Auckland",NA
"2643","7","18","Serious Assault Resulting in Injury","Elderslea.",1886000,"Upper Hutt City.",1,"Wellington/ Lower-Central North",NA
"2644","7","18","Common Assault","Mangere Central.",740200,"Auckland.",1,"Auckland",NA
"2645","7","18","Common Assault","Aro Street-Nairn Street.",2159204,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"2646","7","18","Common Assault","Kaitaia West.",15200,"Far North District.",1,"Northland",NA
"2647","7","18","Common Assault","Viscount.",737901,"Auckland.",1,"Auckland",NA
"2648","7","18","Serious Assault Not Resulting in Injury","Mahora.",1482900,"Hastings District.",1,"Hawkes Bay/ Gisborne",NA
"2649","7","18","Serious Assault Not Resulting in Injury","Blenheim Central.",2297500,"Marlborough District.",1,"Tasman/ South-West Coast",NA
"2650","7","18","Serious Assault Resulting in Injury","Takanini South.",766301,"Auckland.",1,"Auckland",NA
"2651","7","18","Aggravated Sexual Assault","Rabbit Island.",2357701,"Tasman District.",1,"Tasman/ South-West Coast",NA
"2652","7","18","Aggravated Sexual Assault","999999",-43,"Auckland.",1,"Auckland",NA
"2653","7","18","Non-Aggravated Sexual Assault","Willis Street-Cambridge Terrace.",2131500,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"2654","7","18","Aggravated Sexual Assault","Rosehill.",805000,"Auckland.",1,"Auckland",NA
"2755","3","18","Common Assault","Otaihanga.",1999601,"Kapiti Coast District.",4,"Wellington/ Lower-Central North",NA
"2756","3","18","Common Assault","Waiwhetu North.",1976800,"Lower Hutt City.",4,"Wellington/ Lower-Central North",NA
"2757","3","18","Common Assault","Twyford.",1469703,"Hastings District.",4,"Hawkes Bay/ Gisborne",NA
"2758","3","18","Serious Assault Not Resulting in Injury","Mt Eden East.",551700,"Auckland.",4,"Auckland",NA
"2759","3","18","Serious Assault Resulting in Injury","Miramar South.",2207201,"Wellington City.",4,"Wellington/ Lower-Central North",NA
"2760","3","18","Common Assault","Sandringham West.",541800,"Auckland.",4,"Auckland",NA
"2761","3","18","Serious Assault Not Resulting in Injury","Flaxmere East.",1475100,"Hastings District.",4,"Hawkes Bay/ Gisborne",NA
"2762","3","18","Serious Assault Resulting in Injury","Rangiuru.",1210000,"Western Bay of Plenty District.",4,"Bay Of Plenty",NA
"2763","3","18","Common Assault","Weymouth East.",774003,"Auckland.",4,"Auckland",NA
"2764","3","18","Aggravated Sexual Assault","Cromwell.",3029303,"Central Otago District.",4,"Southland/ Otago",NA
"2784","3","19","Common Assault","Helensville.",209100,"Auckland.",4,"Auckland",NA
"2785","3","19","Common Assault","Weymouth East.",774306,"Auckland.",4,"Auckland",NA
"2786","3","19","Serious Assault Resulting in Injury","Tokoroa Central.",1144500,"South Waikato District.",4,"Waikato",NA
"2787","3","19","Common Assault","Poets Corner.",1254404,"Rotorua District.",4,"Bay Of Plenty",NA
"2788","3","19","Common Assault","Whatawhata.",978500,"Waikato District.",4,"Waikato",NA
"2789","3","19","Serious Assault Not Resulting in Injury","Gate Pa.",1171600,"Tauranga City.",4,"Bay Of Plenty",NA
"2790","3","19","Serious Assault Resulting in Injury","Bronte.",2322600,"Nelson City.",4,"Tasman/ South-West Coast",NA
"2791","3","19","Common Assault","Hilltop.",1267705,"Taupo District.",4,"Waikato",NA
"2792","3","19","Common Assault","Rolleston North East.",2719303,"Selwyn District.",4,"Canterbury",NA
"2793","3","19","Common Assault","Taupo Central.",1274300,"Taupo District.",4,"Waikato",NA
"2794","3","19","Serious Assault Resulting in Injury","Johnsonville Central.",2082800,"Wellington City.",4,"Wellington/ Lower-Central North",NA
"2795","3","19","Common Assault","Taupo Central.",1274200,"Taupo District.",4,"Waikato",NA
"2796","3","19","Common Assault","Parnell West.",451400,"Auckland.",4,"Auckland",NA
"2797","3","19","Common Assault","Runanga-Rapahoe.",2415200,"Grey District.",4,"Tasman/ South-West Coast",NA
"2798","3","19","Common Assault","Upper Hutt Central.",1905700,"Upper Hutt City.",4,"Wellington/ Lower-Central North",NA
