"","month","year","Event","Area.Unit","Meshblock","Territorial.Authority","Alert.Level","Location","No"
"3045","3","19","Serious Assault Resulting in Injury","Spotswood.",1584200,"New Plymouth District.",4,"West Coast/ Upper-Central North",NA
"3046","3","19","Common Assault","Middleton.",2538603,"Christchurch City.",4,"Canterbury",NA
"3047","3","19","Common Assault","Oaktree.",160500,"Auckland.",4,"Auckland",NA
"3048","3","19","Common Assault","Herekino.",9200,"Far North District.",4,"Northland",NA
"3049","3","19","Common Assault","Norsewood-Herbertville.",1536400,"Tararua District.",4,"Wellington/ Lower-Central North",NA
"3050","3","19","Common Assault","Kaikoura Township.",2312200,"Kaikoura District.",4,"Canterbury",NA
"3051","3","19","Serious Assault Not Resulting in Injury","Mahora.",1483700,"Hastings District.",4,"Hawkes Bay/ Gisborne",NA
"3052","3","19","Serious Assault Not Resulting in Injury","Wiri.",780600,"Auckland.",4,"Auckland",NA
"3053","3","19","Serious Assault Resulting in Injury","Konini.",299402,"Auckland.",4,"Auckland",NA
"3054","3","19","Aggravated Sexual Assault","999999",-141,"Rotorua District.",4,"Bay Of Plenty",NA
"3055","3","19","Aggravated Sexual Assault","Manukau Central.",781200,"Auckland.",4,"Auckland",NA
"3056","3","19","Aggravated Sexual Assault","Karikari Peninsula-Maungataniwha.",3300,"Far North District.",4,"Northland",NA
"3057","3","19","Non-Aggravated Sexual Assault","Newlands South.",2075600,"Wellington City.",4,"Wellington/ Lower-Central North",NA
"3058","3","19","Aggravated Sexual Assault","Kaeo.",18900,"Far North District.",4,"Northland",NA
"3059","3","19","Non-Aggravated Sexual Assault","New Plymouth Central.",1591800,"New Plymouth District.",4,"West Coast/ Upper-Central North",NA
"3060","3","19","Aggravated Sexual Assault","Bader.",924000,"Hamilton City.",4,"Waikato",NA
"3061","3","19","Aggravated Sexual Assault","Cathedral Square.",2651900,"Christchurch City.",4,"Canterbury",NA
"3062","4","19","Common Assault","Fairdene.",231001,"Auckland.",3,"Auckland",NA
"3063","4","19","Common Assault","University.",890700,"Hamilton City.",3,"Waikato",NA
"3064","4","19","Serious Assault Not Resulting in Injury","Flaxmere East.",1475400,"Hastings District.",3,"Hawkes Bay/ Gisborne",NA
"3065","4","19","Serious Assault Not Resulting in Injury","Stanley Park.",1138300,"South Waikato District.",3,"Waikato",NA
"3066","4","19","Serious Assault Not Resulting in Injury","Mairehau North.",2507300,"Christchurch City.",3,"Canterbury",NA
"3067","4","19","Serious Assault Resulting in Injury","Lambton.",2130500,"Wellington City.",3,"Wellington/ Lower-Central North",NA
"3068","4","19","Common Assault","Lyall Bay-Airport-Moa Point.",2173900,"Wellington City.",3,"Wellington/ Lower-Central North",NA
"3069","4","19","Common Assault","Oamaru Central.",2838700,"Waitaki District.",3,"Canterbury",NA
"3070","4","19","Serious Assault Not Resulting in Injury","Glen Innes West.",474200,"Auckland.",3,"Auckland",NA
"3071","4","19","Common Assault","Totara Heights.",760805,"Auckland.",3,"Auckland",NA
"3072","4","19","Common Assault","Waimumu South.",229100,"Auckland.",3,"Auckland",NA
"3073","4","19","Serious Assault Not Resulting in Injury","Mangakakahi.",1225600,"Rotorua District.",3,"Bay Of Plenty",NA
"3074","4","19","Common Assault","Redwood North.",2509308,"Christchurch City.",3,"Canterbury",NA
"3075","4","19","Serious Assault Not Resulting in Injury","Western Heights.",1219300,"Rotorua District.",3,"Bay Of Plenty",NA
"3076","4","19","Common Assault","New Brighton.",2558800,"Christchurch City.",3,"Canterbury",NA
"3077","4","19","Serious Assault Not Resulting in Injury","Maketu Community.",1208800,"Western Bay of Plenty District.",3,"Bay Of Plenty",NA
"3078","4","19","Aggravated Sexual Assault","Picton.",2281100,"Marlborough District.",3,"Tasman/ South-West Coast",NA
"3079","4","19","Aggravated Sexual Assault","Willis Street-Cambridge Terrace.",2135700,"Wellington City.",3,"Wellington/ Lower-Central North",NA
"3080","4","19","Aggravated Sexual Assault","Maraenui.",1444402,"Napier City.",3,"Hawkes Bay/ Gisborne",NA
"3081","4","19","Aggravated Sexual Assault","999999",-413,"Southland District.",3,"Southland/ Otago",NA
"3082","5","19","Common Assault","Waikanae West.",1877303,"Kapiti Coast District.",2,"Wellington/ Lower-Central North",NA
"3083","5","19","Common Assault","Bledisloe Park.",823300,"Auckland.",2,"Auckland",NA
"3084","5","19","Common Assault","Spriggens Park.",1727400,"Wanganui District.",2,"West Coast/ Upper-Central North",NA
"3085","5","19","Common Assault","Auckland Central East.",437702,"Auckland.",2,"Auckland",NA
"3086","5","19","Common Assault","Lambton.",2125200,"Wellington City.",2,"Wellington/ Lower-Central North",NA
"3087","5","19","Serious Assault Not Resulting in Injury","999999",-258,"Hastings District.",2,"Hawkes Bay/ Gisborne",NA
"3088","5","19","Serious Assault Not Resulting in Injury","Wiri.",780416,"Auckland.",2,"Auckland",NA
"3089","5","19","Serious Assault Resulting in Injury","Whakatane North.",1305300,"Whakatane District.",2,"Bay Of Plenty",NA
"3090","5","19","Serious Assault Resulting in Injury","Kaitaia West.",16100,"Far North District.",2,"Northland",NA
"3091","5","19","Common Assault","One Tree Hill East.",619900,"Auckland.",2,"Auckland",NA
"3092","5","19","Common Assault","Manukau Central.",781200,"Auckland.",2,"Auckland",NA
"3093","5","19","Common Assault","Foxton.",1781500,"Horowhenua District.",2,"Wellington/ Lower-Central North",NA
"3094","5","19","Common Assault","Harania West.",735700,"Auckland.",2,"Auckland",NA
"3095","5","19","Serious Assault Not Resulting in Injury","Hamilton Central.",911600,"Hamilton City.",2,"Waikato",NA
"3096","5","19","Serious Assault Resulting in Injury","Heidelberg.",3150102,"Invercargill City.",2,"Southland/ Otago",NA
"3097","5","19","Serious Assault Resulting in Injury","Victoria.",1236500,"Rotorua District.",2,"Bay Of Plenty",NA
"3098","5","19","Common Assault","Waitangirua.",2059600,"Porirua City.",2,"Wellington/ Lower-Central North",NA
"3099","5","19","Common Assault","Masterton Central.",2245000,"Masterton District.",2,"Wellington/ Lower-Central North",NA
"3100","5","19","Common Assault","Regent.",95800,"Whangarei District.",2,"Northland",NA
"3101","5","19","Common Assault","Papaeoia.",1835100,"Palmerston North City.",2,"West Coast/ Upper-Central North",NA
"3102","5","19","Serious Assault Not Resulting in Injury","Blenheim Central.",2299800,"Marlborough District.",2,"Tasman/ South-West Coast",NA
"3103","5","19","Serious Assault Not Resulting in Injury","Lyall Bay-Airport-Moa Point.",2175502,"Wellington City.",2,"Wellington/ Lower-Central North",NA
"3104","5","19","Serious Assault Resulting in Injury","Bruce.",2988300,"Clutha District.",2,"Southland/ Otago",NA
"3105","5","19","Serious Assault Resulting in Injury","Browns Bay.",161000,"Auckland.",2,"Auckland",NA
"3106","5","19","Serious Assault Resulting in Injury","Thorndon-Tinakori Road.",2118003,"Wellington City.",2,"Wellington/ Lower-Central North",NA
"3107","5","19","Common Assault","Levin West.",1870000,"Horowhenua District.",2,"Wellington/ Lower-Central North",NA
