"","year","Event","Meshblock","Alert.Level","Location","number_of_victimizations"
"331","20","Non-Aggravated Sexual Assault",NA,2,"West Coast/ Upper-Central North",1
"34","20","Aggravated Sexual Assault",NA,2,"West Coast/ Upper-Central North",1
"35","20","Non-Aggravated Sexual Assault",NA,2,"West Coast/ Upper-Central North",1
"36","20","Non-Aggravated Sexual Assault",NA,2,"West Coast/ Upper-Central North",2
"37","20","Assault not further defined",NA,2,"West Coast/ Upper-Central North",2
"38","20","Assault not further defined",NA,2,"West Coast/ Upper-Central North",1
"39","20","Assault not further defined",NA,2,"West Coast/ Upper-Central North",2
"40","20","Assault not further defined",NA,2,"West Coast/ Upper-Central North",13
"41","20","Common Assault",NA,2,"West Coast/ Upper-Central North",7
"42","20","Common Assault",NA,2,"West Coast/ Upper-Central North",1
"43","20","Assault not further defined",NA,2,"West Coast/ Upper-Central North",1
"44","20","Assault not further defined",NA,2,"West Coast/ Upper-Central North",2
"45","20","Assault not further defined",NA,2,"West Coast/ Upper-Central North",10
"46","20","Common Assault",NA,2,"West Coast/ Upper-Central North",2
"47","20","Common Assault",NA,2,"West Coast/ Upper-Central North",1
"48","20","Common Assault",NA,2,"West Coast/ Upper-Central North",5
"49","20","Assault not further defined",NA,2,"West Coast/ Upper-Central North",1
"50","20","Assault not further defined",NA,2,"West Coast/ Upper-Central North",4
"51","20","Non-Aggravated Sexual Assault",NA,2,"Auckland",2
"52","20","Aggravated Sexual Assault",NA,2,"Auckland",2
"53","20","Aggravated Sexual Assault",NA,2,"Auckland",1
"54","20","Assault not further defined",NA,2,"Auckland",16
"55","20","Assault not further defined",NA,2,"Auckland",3
"56","20","Common Assault",NA,2,"Auckland",17
"57","20","Assault not further defined",NA,2,"Auckland",15
"58","20","Common Assault",NA,2,"Auckland",15
"59","20","Aggravated Sexual Assault",NA,2,"Hawkes Bay/ Gisborne",1
"60","20","Assault not further defined",NA,2,"Hawkes Bay/ Gisborne",8
"61","20","Assault not further defined",NA,2,"Hawkes Bay/ Gisborne",3
"62","20","Common Assault",NA,2,"Hawkes Bay/ Gisborne",1
"63","20","Assault not further defined",NA,2,"Hawkes Bay/ Gisborne",2
"64","20","Assault not further defined",NA,2,"Hawkes Bay/ Gisborne",7
"65","20","Common Assault",NA,2,"Hawkes Bay/ Gisborne",12
"66","20","Non-Aggravated Sexual Assault",NA,2,"Northland",1
"67","20","Aggravated Sexual Assault",NA,2,"Northland",1
"68","20","Non-Aggravated Sexual Assault",NA,2,"Northland",4
"69","20","Assault not further defined",NA,2,"Northland",1
"70","20","Assault not further defined",NA,2,"Northland",1
"711","20","Assault not further defined",NA,2,"Northland",1
"724","20","Common Assault",NA,2,"Northland",5
"73","20","Assault not further defined",NA,2,"Northland",2
"74","20","Common Assault",NA,2,"Northland",1
"751","20","Aggravated Sexual Assault",NA,2,"Southland/ Otago",1
"761","20","Non-Aggravated Sexual Assault",NA,2,"Southland/ Otago",1
"771","20","Aggravated Sexual Assault",NA,2,"Southland/ Otago",2
"781","20","Assault not further defined",NA,2,"Southland/ Otago",7
"791","20","Assault not further defined",NA,2,"Southland/ Otago",1
"801","20","Common Assault",NA,2,"Southland/ Otago",4
"811","20","Assault not further defined",NA,2,"Southland/ Otago",2
"821","20","Common Assault",NA,2,"Southland/ Otago",3
"8310","20","Assault not further defined",NA,2,"Southland/ Otago",3
"8410","20","Assault not further defined",NA,2,"Southland/ Otago",1
"8510","20","Aggravated Sexual Assault",NA,2,"Tasman/ South-West Coast",1
"86","20","Assault not further defined",NA,2,"Tasman/ South-West Coast",6
"87","20","Common Assault",NA,2,"Tasman/ South-West Coast",6
"88","20","Assault not further defined",NA,2,"Tasman/ South-West Coast",4
"89","20","Non-Aggravated Sexual Assault",NA,2,"Waikato",2
"90","20","Non-Aggravated Sexual Assault",NA,2,"Waikato",2
"91","20","Assault not further defined",NA,2,"Waikato",23
"92","20","Common Assault",NA,2,"Waikato",3
"93","20","Assault not further defined",NA,2,"Waikato",1
"94","20","Assault not further defined",NA,2,"Waikato",1
"95","20","Common Assault",NA,2,"Waikato",1
"96","20","Common Assault",NA,2,"Waikato",4
"97","20","Assault not further defined",NA,2,"Waikato",1
"98","20","Assault not further defined",NA,2,"Waikato",1
"99","20","Common Assault",NA,2,"Waikato",1
"1001","20","Aggravated Sexual Assault",NA,2,"Auckland",1
"1011","20","Non-Aggravated Sexual Assault",NA,2,"Auckland",1
"1021","20","Assault not further defined",NA,2,"Auckland",2
"1031","20","Common Assault",NA,2,"Auckland",2
"10410","20","Assault not further defined",NA,2,"Auckland",8
"10510","20","Assault not further defined",NA,2,"Auckland",5
"1062","20","Common Assault",NA,2,"Auckland",4
"1071","20","Common Assault",NA,2,"Auckland",4
"1081","20","Assault not further defined",NA,2,"Auckland",3
"1091","20","Common Assault",NA,2,"Auckland",3
"1101","20","Assault not further defined",NA,2,"Auckland",10
"1111","20","Common Assault",NA,2,"Auckland",3
"1121","20","Non-Aggravated Sexual Assault",NA,2,"Wellington/ Lower-Central North",2
"1131","20","Aggravated Sexual Assault",NA,2,"Wellington/ Lower-Central North",1
"1141","20","Non-Aggravated Sexual Assault",NA,2,"Wellington/ Lower-Central North",1
"1151","20","Assault not further defined",NA,2,"Wellington/ Lower-Central North",1
"1161","20","Assault not further defined",NA,2,"Wellington/ Lower-Central North",2
"1171","20","Common Assault",NA,2,"Wellington/ Lower-Central North",3
"1181","20","Assault not further defined",NA,2,"Wellington/ Lower-Central North",2
"1191","20","Assault not further defined",NA,2,"Wellington/ Lower-Central North",1
"1201","20","Assault not further defined",NA,2,"Wellington/ Lower-Central North",3
"12110","20","Common Assault",NA,2,"Wellington/ Lower-Central North",3
"12210","20","Non-Aggravated Sexual Assault",NA,3,"Auckland",4
"12310","20","Non-Aggravated Sexual Assault",NA,3,"Auckland",4
"12410","20","Assault not further defined",NA,3,"Auckland",7
"12510","20","Assault not further defined",NA,3,"Auckland",1
"12610","20","Assault not further defined",NA,3,"Auckland",7
"12710","20","Assault not further defined",NA,3,"Auckland",1
"12810","20","Common Assault",NA,3,"Auckland",5
"1291","20","Aggravated Sexual Assault",NA,3,"Bay Of Plenty",1
"1301","20","Non-Aggravated Sexual Assault",NA,3,"Bay Of Plenty",1
"1311","20","Assault not further defined",NA,3,"Bay Of Plenty",5
"1321","20","Assault not further defined",NA,3,"Bay Of Plenty",1
"1331","20","Common Assault",NA,3,"Bay Of Plenty",1
"1341","20","Common Assault",NA,3,"Bay Of Plenty",1
"1351","20","Assault not further defined",NA,3,"Bay Of Plenty",1
"1361","20","Assault not further defined",NA,3,"Bay Of Plenty",3
"1371","20","Common Assault",NA,3,"Bay Of Plenty",1
"13810","20","Common Assault",NA,3,"Bay Of Plenty",5
"1396","20","Aggravated Sexual Assault",NA,3,"Cantebury",1
"1401","20","Non-Aggravated Sexual Assault",NA,3,"Cantebury",2
"1411","20","Assault not further defined",NA,3,"Cantebury",8
"1421","20","Common Assault",NA,3,"Cantebury",5
"1431","20","Common Assault",NA,3,"Cantebury",1
"1441","20","Assault not further defined",NA,3,"Cantebury",1
"1451","20","Non-Aggravated Sexual Assault",NA,3,"West Coast/ Upper-Central North",1
"1461","20","Aggravated Sexual Assault",NA,3,"West Coast/ Upper-Central North",1
"1471","20","Non-Aggravated Sexual Assault",NA,3,"West Coast/ Upper-Central North",1
"1481","20","Assault not further defined",NA,3,"West Coast/ Upper-Central North",7
"1491","20","Assault not further defined",NA,3,"West Coast/ Upper-Central North",2
"1501","20","Common Assault",NA,3,"West Coast/ Upper-Central North",1
"15110","20","Assault not further defined",NA,3,"West Coast/ Upper-Central North",1
"15210","20","Common Assault",NA,3,"West Coast/ Upper-Central North",2
"15310","20","Assault not further defined",NA,3,"West Coast/ Upper-Central North",4
"15410","20","Assault not further defined",NA,3,"Auckland",1
"15510","20","Assault not further defined",NA,3,"Auckland",5
"15610","20","Common Assault",NA,3,"Auckland",1
"15710","20","Assault not further defined",NA,3,"Auckland",9
"1584","20","Assault not further defined",NA,3,"Auckland",6
"1591","20","Common Assault",NA,3,"Auckland",1
"1601","20","Aggravated Sexual Assault",NA,3,"Hawkes Bay/ Gisborne",1
"16110","20","Non-Aggravated Sexual Assault",NA,3,"Hawkes Bay/ Gisborne",1
"16210","20","Assault not further defined",NA,3,"Hawkes Bay/ Gisborne",2
"16310","20","Assault not further defined",NA,3,"Hawkes Bay/ Gisborne",2
"16410","20","Common Assault",NA,3,"Hawkes Bay/ Gisborne",4
"16510","20","Common Assault",NA,3,"Hawkes Bay/ Gisborne",2
"16610","20","Assault not further defined",NA,3,"Hawkes Bay/ Gisborne",1
"16710","20","Assault not further defined",NA,3,"Northland",1
"16810","20","Assault not further defined",NA,3,"Northland",1
"1691","20","Common Assault",NA,3,"Northland",1
"1701","20","Assault not further defined",NA,3,"Northland",1
"1711","20","Non-Aggravated Sexual Assault",NA,3,"Southland/ Otago",1
"1721","20","Assault not further defined",NA,3,"Southland/ Otago",1
"1731","20","Assault not further defined",NA,3,"Southland/ Otago",1
"1741","20","Common Assault",NA,3,"Southland/ Otago",1
"1751","20","Common Assault",NA,3,"Southland/ Otago",1
"1761","20","Assault not further defined",NA,3,"Tasman/ South-West Coast",1
"1771","20","Assault not further defined",NA,3,"Tasman/ South-West Coast",2
"17810","20","Common Assault",NA,3,"Tasman/ South-West Coast",1
"17910","20","Aggravated Sexual Assault",NA,3,"Waikato",1
"18010","20","Non-Aggravated Sexual Assault",NA,3,"Waikato",1
"18110","20","Assault not further defined",NA,3,"Waikato",2
"18210","20","Assault not further defined",NA,3,"Waikato",1
"18310","20","Common Assault",NA,3,"Waikato",2
"18410","20","Assault not further defined",NA,3,"Waikato",1
"1852","20","Common Assault",NA,3,"Waikato",1
"1861","20","Assault not further defined",NA,3,"Waikato",5
"1871","20","Assault not further defined",NA,3,"Waikato",1
"1881","20","Common Assault",NA,3,"Waikato",2
"1891","20","Common Assault",NA,3,"Waikato",1
"1901","20","Assault not further defined",NA,3,"Auckland",1
"1911","20","Common Assault",NA,3,"Auckland",5
"1921","20","Assault not further defined",NA,3,"Auckland",3
"1931","20","Common Assault",NA,3,"Auckland",2
"1941","20","Aggravated Sexual Assault",NA,3,"Wellington/ Lower-Central North",1
"1951","20","Assault not further defined",NA,3,"Wellington/ Lower-Central North",1
"1961","20","Assault not further defined",NA,3,"Wellington/ Lower-Central North",2
"1971","20","Common Assault",NA,3,"Wellington/ Lower-Central North",1
"1981","20","Common Assault",NA,3,"Wellington/ Lower-Central North",1
"19910","20","Assault not further defined",NA,3,"Wellington/ Lower-Central North",1
"20010","20","Common Assault",NA,3,"Wellington/ Lower-Central North",3
"20110","20","Assault not further defined",NA,3,"Wellington/ Lower-Central North",4
"2027","20","Common Assault",NA,3,"Wellington/ Lower-Central North",1
"2031","20","Assault not further defined",NA,3,"Wellington/ Lower-Central North",1
"2041","20","Common Assault",NA,3,"Wellington/ Lower-Central North",1
"2051","20","Aggravated Sexual Assault",NA,4,"Auckland",2
"20610","20","Assault not further defined",NA,4,"Auckland",5
"2071","20","Common Assault",NA,4,"Auckland",1
"2081","20","Common Assault",NA,4,"Auckland",9
"20910","20","Assault not further defined",NA,4,"Bay Of Plenty",3
"2104","20","Common Assault",NA,4,"Bay Of Plenty",1
"2111","20","Assault not further defined",NA,4,"Bay Of Plenty",9
"2121","20","Common Assault",NA,4,"Bay Of Plenty",4
"2131","20","Assault not further defined",NA,4,"Bay Of Plenty",4
"2141","20","Common Assault",NA,4,"Bay Of Plenty",2
"2151","20","Common Assault",NA,4,"Bay Of Plenty",3
"2161","20","Aggravated Sexual Assault",NA,4,"Cantebury",3
"2171","20","Aggravated Sexual Assault",NA,4,"Cantebury",1
"2181","20","Non-Aggravated Sexual Assault",NA,4,"Cantebury",4
"2191","20","Assault not further defined",NA,4,"Cantebury",17
"2201","20","Assault not further defined",NA,4,"Cantebury",22
"221","20","Common Assault",NA,4,"Cantebury",4
"222","20","Assault not further defined",NA,4,"Cantebury",2
"223","20","Common Assault",NA,4,"Cantebury",2
"224","20","Assault not further defined",NA,4,"Cantebury",1
"225","20","Common Assault",NA,4,"Cantebury",1
"226","20","Aggravated Sexual Assault",NA,4,"West Coast/ Upper-Central North",1
"227","20","Non-Aggravated Sexual Assault",NA,4,"West Coast/ Upper-Central North",1
"228","20","Aggravated Sexual Assault",NA,4,"West Coast/ Upper-Central North",1
"229","20","Assault not further defined",NA,4,"West Coast/ Upper-Central North",2
"230","20","Assault not further defined",NA,4,"West Coast/ Upper-Central North",1
"231","20","Assault not further defined",NA,4,"West Coast/ Upper-Central North",4
"232","20","Assault not further defined",NA,4,"West Coast/ Upper-Central North",4
"233","20","Common Assault",NA,4,"West Coast/ Upper-Central North",3
"234","20","Common Assault",NA,4,"West Coast/ Upper-Central North",2
"235","20","Common Assault",NA,4,"West Coast/ Upper-Central North",3
"236","20","Assault not further defined",NA,4,"West Coast/ Upper-Central North",6
"237","20","Assault not further defined",NA,4,"West Coast/ Upper-Central North",8
"238","20","Common Assault",NA,4,"West Coast/ Upper-Central North",3
"239","20","Assault not further defined",NA,4,"West Coast/ Upper-Central North",2
"240","20","Common Assault",NA,4,"West Coast/ Upper-Central North",1
"241","20","Non-Aggravated Sexual Assault",NA,4,"Auckland",1
"242","20","Aggravated Sexual Assault",NA,4,"Auckland",2
"243","20","Assault not further defined",NA,4,"Auckland",33
"244","20","Common Assault",NA,4,"Auckland",16
"245","20","Assault not further defined",NA,4,"Auckland",1
"246","20","Assault not further defined",NA,4,"Auckland",10
"247","20","Common Assault",NA,4,"Auckland",3
"248","20","Assault not further defined",NA,4,"Auckland",22
"249","20","Common Assault",NA,4,"Auckland",9
"250","20","Aggravated Sexual Assault",NA,4,"Hawkes Bay/ Gisborne",1
"251","20","Assault not further defined",NA,4,"Hawkes Bay/ Gisborne",2
"252","20","Assault not further defined",NA,4,"Hawkes Bay/ Gisborne",17
"253","20","Common Assault",NA,4,"Hawkes Bay/ Gisborne",8
"254","20","Common Assault",NA,4,"Hawkes Bay/ Gisborne",1
"255","20","Assault not further defined",NA,4,"Hawkes Bay/ Gisborne",1
"256","20","Assault not further defined",NA,4,"Hawkes Bay/ Gisborne",3
"257","20","Common Assault",NA,4,"Hawkes Bay/ Gisborne",7
"258","20","Non-Aggravated Sexual Assault",NA,4,"Northland",1
"259","20","Aggravated Sexual Assault",NA,4,"Northland",1
"260","20","Assault not further defined",NA,4,"Northland",7
"261","20","Assault not further defined",NA,4,"Northland",3
"262","20","Common Assault",NA,4,"Northland",1
"263","20","Assault not further defined",NA,4,"Northland",2
"264","20","Assault not further defined",NA,4,"Northland",1
"265","20","Common Assault",NA,4,"Northland",6
"2661","20","Non-Aggravated Sexual Assault",NA,4,"Southland/ Otago",1
"2671","20","Assault not further defined",NA,4,"Southland/ Otago",2
"2681","20","Assault not further defined",NA,4,"Southland/ Otago",1
"2691","20","Common Assault",NA,4,"Southland/ Otago",10
"2701","20","Common Assault",NA,4,"Southland/ Otago",1
"2711","20","Assault not further defined",NA,4,"Southland/ Otago",4
"2721","20","Assault not further defined",NA,4,"Southland/ Otago",8
"2731","20","Common Assault",NA,4,"Southland/ Otago",2
"2741","20","Assault not further defined",NA,4,"Tasman/ South-West Coast",1
"2751","20","Common Assault",NA,4,"Tasman/ South-West Coast",1
"2765","20","Assault not further defined",NA,4,"Tasman/ South-West Coast",3
"2771","20","Assault not further defined",NA,4,"Tasman/ South-West Coast",2
"2781","20","Common Assault",NA,4,"Tasman/ South-West Coast",3
"27910","20","Assault not further defined",NA,4,"Tasman/ South-West Coast",4
"28010","20","Aggravated Sexual Assault",NA,4,"Other",1
"2814","20","Aggravated Sexual Assault",NA,4,"Waikato",1
"2821","20","Aggravated Sexual Assault",NA,4,"Waikato",1
"28310","20","Assault not further defined",NA,4,"Waikato",11
"28410","20","Common Assault",NA,4,"Waikato",5
"28510","20","Assault not further defined",NA,4,"Waikato",2
"28610","20","Assault not further defined",NA,4,"Waikato",1
"28710","20","Common Assault",NA,4,"Waikato",1
"28810","20","Assault not further defined",NA,4,"Waikato",2
"28910","20","Assault not further defined",NA,4,"Waikato",1
"29010","20","Assault not further defined",NA,4,"Waikato",4
"291","20","Common Assault",NA,4,"Waikato",4
"292","20","Common Assault",NA,4,"Waikato",1
"293","20","Common Assault",NA,4,"Auckland",1
"294","20","Assault not further defined",NA,4,"Auckland",7
"295","20","Common Assault",NA,4,"Auckland",3
"296","20","Assault not further defined",NA,4,"Auckland",4
"297","20","Assault not further defined",NA,4,"Auckland",1
"298","20","Common Assault",NA,4,"Auckland",1
"299","20","Common Assault",NA,4,"Auckland",1
"300","20","Assault not further defined",NA,4,"Auckland",2
"301","20","Assault not further defined",NA,4,"Auckland",1
"302","20","Non-Aggravated Sexual Assault",NA,4,"Wellington/ Lower-Central North",2
"303","20","Non-Aggravated Sexual Assault",NA,4,"Wellington/ Lower-Central North",1
"304","20","Non-Aggravated Sexual Assault",NA,4,"Wellington/ Lower-Central North",1
"305","20","Non-Aggravated Sexual Assault",NA,4,"Wellington/ Lower-Central North",3
"306","20","Assault not further defined",NA,4,"Wellington/ Lower-Central North",2
"307","20","Assault not further defined",NA,4,"Wellington/ Lower-Central North",2
"308","20","Common Assault",NA,4,"Wellington/ Lower-Central North",4
"309","20","Assault not further defined",NA,4,"Wellington/ Lower-Central North",9
"310","20","Common Assault",NA,4,"Wellington/ Lower-Central North",7
"311","20","Assault not further defined",NA,4,"Wellington/ Lower-Central North",2
"312","20","Assault not further defined",NA,4,"Wellington/ Lower-Central North",18
"313","20","Common Assault",NA,4,"Wellington/ Lower-Central North",5
